name,slug,dba,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state,license_usda,delivery,sells_seeds,other_license
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,116 Superior AVE,Crystal Falls,MI,49920,US,46.09685181,-88.32860194,,,AU-R-000371,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,344 W Washington ST,Marquette,MI,49855,US,46.54412616,-87.39859132,,,AU-R-000407,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,220 E M-28,Munising,MI,49862,US,46.408184,-86.6507851,,,AU-R-000445,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,46479 US 41 HWY,Houghton,MI,49931,US,47.0906315,-88.5155448,,,AU-R-000553,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,824 E Cloverland DR,Ironwood,MI,49938,US,46.46336927,-90.15543931,,,AU-R-000649,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,650 Murray RD,Norway,MI,49870,US,45.7893598,-87.9169532,,,AU-R-001027,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,1400 8th AVE,Menominee,MI,49858,US,45.10609591,-87.61703606,,,AU-R-001081,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,751 Greenland RD Unit B,Ontonagon,MI,49953,US,46.86308512,-89.30065528,,,AU-R-001297,,FALSE,TRUE,
Higher Love,higher-love,Higher Love,higher-love,cultivator|dispensary,https://findhigherlove.com/,,421 N. Lincoln RD,Escanaba,MI,49829,US,45.74949199,-87.07978309,,,AU-R-001384,,FALSE,TRUE,
HQ II LLC,hq-ii-llc,High Quality,high-quality,bank|dispensary,https://www.highquality.life/,,1435 NW 9TH ST STE 110,,OR,97330,US,35.4779776,-97.5354131,(541) 286-4771,,050-10109341201|050-19136,,FALSE,TRUE,
HQ II LLC,hq-ii-llc,High Quality,high-quality,bank|dispensary,https://www.highquality.life/,,580,Sw Twin Oaks Cir Corvallis,OR,97333-1115,US,44.5530678,-123.2654533,(541) 257-1121,,050-14106,,FALSE,TRUE,
Illuminati,illuminati,Illuminati Genetics,illuminati-genetics,bank|breeder|cultivator,https://www.instagram.com/illuminati_genetics/,,,,CA,,US,,,(310) 740-3291,Seanastjohn@gmail.Com,CCL19-0002568,,FALSE,TRUE,
Illuminati,illuminati,Illuminati Genetics,illuminati-genetics,bank|breeder|cultivator,https://www.instagram.com/illuminati_genetics/,,,,CA,,US,,,(310) 740-3291,Seanastjohn@gmail.Com,CCL19-0002596,,FALSE,TRUE,
Illuminati,illuminati,Illuminati Genetics,illuminati-genetics,bank|breeder|cultivator,https://www.instagram.com/illuminati_genetics/,,,,CA,,US,,,(310) 740-3291,Seanastjohn@gmail.Com,CCL19-0002606,,FALSE,TRUE,
JGB VENTURES LLC,jgb-ventures-llc,DANK,dank,cultivator|dispensary,https://www.dank-colorado.com/,,"3835 North Elm Street, Unit C",Denver,CO,80207,US,39.76985646,-104.9294052,(303) 394-3265,,403R-00004|402-00011|402R-00004,,FALSE,TRUE,
Kgmb LLC,kgmb-llc,Tree House,tree-house,dispensary,https://www.ourtreehouse.io/,,3651 Soquel Dr,Soquel,CA,95073,US,36.987534,-121.967745,(831) 818-2956,Kyle@ourtreehouse.Io,C10-0000105-LIC,,FALSE,TRUE,
KIT JOHNSTON,kit-johnston,The Bakery,bakery,dispensary,https://518bakery.com/,,160 W 3RD,St Lafayette,OR,97127-9165,US,45.24489196,-123.1180191,(503) 714-4113,,050-6040,,FALSE,FALSE,
LA MOTA|LONDON PARTNERS LLC,la-mota,AARON MITCHELL,aaron-mitchell,breeder|dispensary,https://lamota.com/,,1945 W Main St,Medford,OR,97501-2203,US,42.3234882,-122.8942399,(541) 499-6314,medford5@lamota.com,050-1011537E502,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,AARON MITCHELL,aaron-mitchell,breeder|dispensary,https://lamota.com/,,1258 S Riverside Ave ,Medford,OR,97501-7848,US,42.3131751,-122.8612031,,,050-1011560383A,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,AMCM LLC,amcm-llc,breeder|dispensary,https://lamota.com/,,158 S HIGHWAY 101,Rockaway Beach,OR,97136,US,45.61220639,-123.9438979,(503) 355-6333,rockaway@lamota.com,050-10008693DF6,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,AMJWAF LLC|Northeast Portland,amjwaf-llc,breeder|dispensary,https://lamota.com/,,4999 NE 99TH Ave ,Portland,OR,97220-3377,US,45.55934131,-122.5608885,(503) 254-9333,northeastportland@lamota.com,050-10007012B21,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LA MOTA 3 LLC,la-mota-3-llc,breeder|dispensary,https://lamota.com/,,644 Se Cass Ave,Roseburg,OR,97470-3155,US,43.2088707,-123.346669,(541) 672-9333,roseburg1@lamota.com,050-1000779DEF8,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LA MOTA 6 LLC,la-mota-6-llc,breeder|dispensary,https://lamota.com/,,17 S Riverside Ave,Medford,OR,97501-7232,US,42.3271296,-122.8701435,(541) 779-9333,medford1@lamota.com,050-100136209F4,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LA MOTA 7 LLC,la-mota-7-llc,breeder|dispensary,https://lamota.com/,,257 2ND St,Drain,OR,97435,US,43.66320755,-123.3162127,(541) 836-9333,drain@lamota.com,050-10013642BA6,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LA MOTA 8 LLC,la-mota-8-llc,breeder|dispensary,https://lamota.com/,,3695 Sw Elliott Pl,Beaverton,OR,97003-5139,US,45.4930594,-122.8530733,(503) 747-4654,beaverton@lamota.com,050-1001367CE42,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LA MOTA 9 LLC,la-mota-9-llc,breeder|dispensary,https://lamota.com/,,1291 W 7TH Ave,Eugene,OR,97402-4529,US,44.0526398,-123.1120809,(541) 246-8913,eugene@lamota.com,050-1002683515A,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,BEAVERTON 2 LLC|Shaw,beaverton-2-llc,breeder|dispensary,https://lamota.com/,,18918 Sw Shaw St,Beaverton,OR,97078-1284,US,45.4935622,-122.8718291,(971) 384-2119,shaw@lamota.com,050-10151012B93,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,BURNSIDE LLC,burnside-llc,breeder|dispensary,https://lamota.com/,,13828 E Burnside St,Portland,OR,97233-1854,US,45.5220645,-122.521391,,,050-1015901628C,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,FOREST GROVE LLC,forest-grove-llc,breeder|dispensary,https://lamota.com/,,3139 Pacific Ave,Forest Grove,OR,97116-1802,US,45.5203683,-123.0911246,(503) 430-5174,forestgrove@lamota.com,050-1007207EDB9,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,GOLD BEACH LLC,gold-beach-llc,breeder|dispensary,https://lamota.com/,,29846 Ellensburg Ave,Gold Beach,OR,97444,US,42.4176752,-124.4196801,(541) 425-5378,goldbeach@lamota.com,050-10079307113,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,JOHNSON CREEK LLC,johnson-creek-llc,breeder|dispensary,https://lamota.com/,,3226 Se Johnson Creek Blvd,Portland,OR,97222-9207,US,45.4624448,-122.6293194,(503) 659-9333,johnsoncreek@lamota.com,050-1007806B0B8,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LEBANON LLC,lebanon-llc,breeder|dispensary,https://lamota.com/,,620 S Main St,Lebanon,OR,97355-3337,US,44.5397959,-122.9072014,(541) 259-6682,lebanon1@lamota.com,050-100392377F1,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,Southeast Portland,southeast-portland,breeder|dispensary,https://lamota.com/,,7435 SE 52ND Ave,Portland,OR,97206-8206,US,45.46922814,-122.6100829,(503) 777-9333,southeastportland@lamota.com,050-100077728CC,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LA MOTA LLC,la-mota-llc,breeder|dispensary,https://lamota.com/,,924 S CENTRAL AVE STE 2,,OR,,US,42.31821205,-122.8652032,,,050-10170361E30,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,MEDFORD 2 LLC,medford-2-llc,breeder|dispensary,https://lamota.com/,,620 W Stewart Ave,Medford,OR,97501-3760,US,42.3131724,-122.8770823,(541) 245-9554,medford2@lamota.com,050-1007724B972,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,MEDFORD 4 LLC,medford-4-llc,breeder|dispensary,https://lamota.com/,,1625 Sherman Ave,North Bend,OR,97459-3531,US,43.4114519,-124.2237791,,,050-1011585E7DC,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,MEDFORD 5 LLC,medford-5-llc,breeder|dispensary,https://lamota.com/,,48257 E 1ST St,Oakridge,OR,97463-9701,US,43.7478584,-122.4593116,,,050-1011581AD4E,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,MYRTLE POINT LLC,myrtle-point-llc,breeder|dispensary,https://lamota.com/,,1994 Roseburg Rd,Myrtle Point,OR,97458-1669,US,43.050823,-124.1298206,(541) 559-1133,myrtlepoint@lamota.com,050-101590345D5,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,NORTH PORTLAND LLC,north-portland-llc,breeder|dispensary,https://lamota.com/,,9440 N Saint Louis Ave,Portland,OR,97203-2273,US,45.5961834,-122.7505676,(503) 477-7965,northportland@lamota.com,050-10158961801,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,SWEET HOME 2 LLC,sweet-home-2-llc,breeder|dispensary,https://lamota.com/,,4320 HIGHWAY 20,Sweet Home,OR,97386-1242,US,44.40447807,-122.6898824,(541) 818-0541,sweethome1@lamota.com,050-100502592C1,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,LA MOTA,la-mota,breeder|dispensary,https://lamotastark.wm.store/discover,,12015 SE Stark St,Portland,OR,97216-3765,US,45.5192412,-122.5392282,(971) 249-3761,stark@lamota.com,050-10190292D44,,FALSE,TRUE,
LA MOTA|LONDON PARTNERS LLC,la-mota,SWEET HOME LLC AND ROSA CAZARES,sweet-home-llc-and-rosa-cazares,breeder|dispensary,https://lamota.com/,,1027 MAIN ST,Sweet Home,OR,,US,43.8041334,-120.5542012,(541) 818-0541,sweethome1@lamota.com,050-1019309B453|050-10106545CBB,,FALSE,TRUE,
Leading Grow Solutions,leading-grow-solutions,Jungle Boys,jungle-boys,breeder,https://www.jungleboys.com/,,2911 Tech Center Dr,Santa Ana,CA,92705,US,,,(323) 236-4114,,DCC-10004712,,FALSE,TRUE,TRUE
Lion's Den Farms LLC,lions-den-farms-llc,Lion's Den Farms LLC,lions-den-farms-llc,cultivator,,,,Santa Rosa,CA,,US,,,(707) 932-0286,Davemuennink@gmail.Com,CCL19-0004080,,FALSE,FALSE,
LOUD LABS LLC,loud-labs-llc,PYRAMID,pyramid,other,https://pyramidpens.com/,,4805 Van Gordon Street,Wheat Ridge,CO,80033,US,39.78394794,-105.1355736,(303) 420-0000,,404-00485|404R-00168,,FALSE,FALSE,TRUE
MILE HIGH MEDICAL CANNABIS LLC,mile-high-medical-cannabis-llc,LIT,lit,breeder|dispensary,https://www.litmmj.com/,,1630 North Federal Boulevard,Denver,CO,80204,US,39.74313049,-105.0251454,(303)455-9333,,402-00501|402R-00045,,FALSE,TRUE,
MILE HIGH MEDICAL CANNABIS LLC,mile-high-medical-cannabis-llc,LIT,lit,breeder|dispensary,https://www.litmmj.com/,,2001 South Broadway,Denver,CO,80210,US,39.68026974,-104.9876466,(720)327-5613,,402R-00058,,FALSE,TRUE,
MILE HIGH MEDICAL CANNABIS LLC,mile-high-medical-cannabis-llc,LIT,lit,breeder|cultivator|dispensary,https://www.litmmj.com/,,4611 East 46th Avenue,Denver,CO,80216,US,39.78053687,-104.9337811,(303) 993-6112,,403-00739|403R-00056,,FALSE,TRUE,
Mr. Green LLC,mr-green-llc,Mr. Green LLC,mr-green-llc,cultivator,,,,Hayfork,CA,96041,US,,,(530) 739-8702,MrgreenLLC14480@gmail.Com,CCL25-0000458,,FALSE,FALSE,
Mystic Farms LLC,mystic-farms-llc,Mystic Farms LLC,mystic-farms-llc,cultivator,,,,Penn Valley,CA,95946,US,,,(530) 205-6938,Zachv38nu@hotmail.Com,CCL20-0002897,,FALSE,FALSE,
Pcg Industries Inc.,pcg-industries-inc,Purple City Genetics,purple-city-genetics,breeder,https://www.purplecitygenetics.com/,,827 33rd Avenue,Oakland,CA,94601,US,,,(510) 508-1029,Auryn@purplecitygenetics.Com,C11-0001515-LIC,,FALSE,TRUE,TRUE
Peace And Joy LLC,peace-and-joy-llc,Tree House,tree-house,other,,,,,CA,,US,,,(323) 348-9439,Danielmichaelsosa@gmail.Com,C11-0002011-LIC,,FALSE,FALSE,
PHOENIX FARMS OF BOULDER LLC,phoenix-farms-of-boulder-llc,PHOENIX FARMS,phoenix-farms,cultivator,,,10452 Isabelle Road,Lafayette,CO,80026,US,40.03656512,-105.109093,,,403-01200|403R-00699,,FALSE,FALSE,
PLATINUM FOODS LLC,platinum-foods-llc,TASTEBUDZ,tastebudz,other|dispensary,https://www.tastebudz.com/,,711 West 8th Street,Pueblo,CO,81003,US,38.27432406,-104.6163855,(719) 542-0404,,404-00659|404R-00199,,FALSE,FALSE,
RD INDUSTRIES II LLC,rd-industries-ii-llc,RARE DANKNESS,rare-dankness,breeder|cultivator|dispensary|other,https://www.houseofdankness.com/,,10555 East 45th Avenue,Denver,CO,80239,US,39.77891556,-104.8650427,(303) 373-7373,info@raredankness.co,403-01766|403R-00458|404-00520|404R-00288|402-00403|402R-00044,,FALSE,TRUE,TRUE
"Rebel Grown, LLC",rebel-grown-llc,"Rebel Grown, LLC",rebel-grown-llc,breeder|cultivator,https://www.rebelgrown.com/,,,Humboldt County,CA,,US,,,(617) 549-8120,Dan@rebelgrown.Com,CCL19-0004784,,FALSE,TRUE,TRUE
Redding Rancheria Knock Out LLC,redding-rancheria-knock-out-llc,Knock Out,knock-out,other,,,1900 Churn Creek Rd,Redding,CA,96002,US,,,(530) 691-5200,Whitney.Morton@win-River.Com,CEO14-0000185-LIC,,FALSE,FALSE,
"Relentless Enterprises, Inc.",relentless-enterprises-inc,Theraleaf,theraleaf,other,,,,,CA,,US,,,(408) 849-3706,Theraleafrelief408@gmail.Com,C11-0000994-LIC,,FALSE,FALSE,
"Relentless Enterprises, Inc.",relentless-enterprises-inc,Theraleaf,theraleaf,other,,,,,CA,,US,,,(408) 849-3706,Ayang111@sbcglobal.Net,DCC-10002148,,FALSE,FALSE,
"Savage Farms, Inc.",savage-farms-inc,"Savage Farms, Inc.",savage-farms-inc,cultivator,,,,Humboldt County,CA,,US,,,(707) 986-9507,Savageclan@asis.Com,CCL18-0003234,,FALSE,TRUE,
SEA OF GREEN LLC,sea-of-green-llc,Sea of Green,sea-of-green,bank|dispensary,https://seaofgreenwaldport.com/,,1466,Sw Pacific Coast Hwy Waldport,OR,97394-9001,US,44.4158755,-124.0814514,(541) 563-7333,,050-10223602B78,,FALSE,TRUE,
SEAL INDUSTRIES LLC,seal-industries-llc,FREE WORLD GENETICS,free-world-genetics,breeder|cultivator|dispensary,https://freeworldgenetics.com/,,6390 Gunpark Drive Unit B,Boulder,CO,80301,US,40.07001526,-105.2047498,(303) 530-6941,austin@freeworldgenetics.com,403R-01105,,FALSE,TRUE,TRUE
SERIOUS ENTERPRISES LLC,serious-enterprises-llc,Gram Central Station,gram-central-station,dispensary,,,6430,Ne Martin Luther King Jr Blvd Portland,OR,97211-3032,US,45.56952,-122.6609411,,,050-1003433A4EA,,FALSE,FALSE,TRUE
Sustainable Medicinals,sustainable-medicinals,Humboldt Seed Company,humboldt-seed-company,breeder,https://humboldtseedcompany.com/,,,Humboldt County,CA,,US,,,(707) 599-6646,Nathaniel@humboldtseedcompany.Com,C13-0000230-LIC,,FALSE,TRUE,TRUE
THE GREENHOUSE,greenhouse,THE GREENHOUSE,greenhouse,breeder|dispensary,https://shop.greenhouseseeds.us/,,355 RAINIER AVE N UNIT D,RENTON,WA,98057 5321,US,47.47900677,-122.2167768,732 801 6300,info@greenhouseseeds.us,430622,,FALSE,TRUE,
The Trinity Farm LLC,trinity-farm-llc,The Trinity Farm LLC,trinity-farm-llc,cultivator,,,,Salyer,CA,95563,US,,,(707) 601-7425,Jts3677@gmail.Com,CCL20-0002013,,FALSE,FALSE,
Top Shelf LLC,top-shelf-llc,Top Shelf,top-shelf,other,,,,Sacramento,CA,,US,,,(805) 585-8000,Calfarms916@gmail.Com,DCC-10005081,,FALSE,FALSE,
"TWENTY20, INC.",twenty20-inc,Twenty20 Mendocino,twenty20-mendocino,breeder|cultivator,https://twenty20mendocino.com/,,,Mendocino,CA,,US,,,(707) 367-0991,Simplegreenman@gmail.Com,CCL18-0000824,,FALSE,TRUE,TRUE
Up State Sports Cards LLC,up-state-sports-cards-llc,The Bakery,bakery,dispensary,https://518bakery.com/,,1099 New Loudon Rd,Cohoes,NY,12047,US,42.78397,-73.74347,,,OCM-CAURD-24-000092,,FALSE,FALSE,
IN HOUSE LLC,in-house-llc,IN HOUSE LLC,in-house-llc,cultivator|dispensary,https://www.inhousecannabis.com/,,735 West Bayaud Avenue,Denver,CO,80223,US,39.71485488,-104.997236,(720) 545-2017,?info@inhousecannabis.com,403R-00250|404R-00489,,FALSE,FALSE,
North Missouri,north-missouri,North Dispensaries,north-dispensaries,cultivator|dispensary,https://north.life/,,929 Peachtree Plaza Dr,Hillsboro,MO,63050,US,38.22079193,-90.57550443,(636) 310-1061,,DIS000136,,FALSE,FALSE,
North Missouri,north-missouri,North Dispensaries,north-dispensaries,cultivator|dispensary,https://north.life/,,1709 State Hwy Z,Pevely,MO,63070,US,38.28942538,-90.40436662,(636) 224-2885,,DIS000165,,FALSE,FALSE,
THE TOP SHELF,top-shelf,THE TOP SHELF,top-shelf,dispensary,,TRUE,1305 S HAYFORD RD STE A,AIRWAY HEIGHTS,WA,99224,US,47.64472138,-117.5607755,5094741050,,414716,,FALSE,FALSE,
Key Cannabis Dispensary,key-cannabis-dispensary,Key Cannabis Dispensary,key-cannabis-dispensary,other,https://keycannabis.com/,,803 W Scenic Rivers Blvd Ste A,Salem,MO,65560,US,37.635947,-91.543503,,customercare@keycannabis.com,DIS000125,,FALSE,FALSE,
Key Cannabis Dispensary,key-cannabis-dispensary,Key Cannabis Dispensary,key-cannabis-dispensary,other,https://keycannabis.com/,,"1421 Forum Dr, A1 And B1",Rolla,MO,65401,US,37.954397,-91.7525558,(417) 855-4481,customercare@keycannabis.com,DIS000127,,FALSE,FALSE,
Key Cannabis Dispensary,key-cannabis-dispensary,Key Cannabis Dispensary,key-cannabis-dispensary,other,https://keycannabis.com/,,205 State Route B,St. James,MO,65559,US,38.007405,-91.617371,(417) 641-2622,customercare@keycannabis.com,DIS000133,,FALSE,FALSE,
A&B RETAIL CONCEPTS LLC,ab-retail-concepts-llc,Major League Bud,major-league-bud,dispensary,https://majorleaguebud.com/,,4565 NE 60TH,Ave Portland,OR,97218-2606,US,45.55623231,-122.6009648,(503) 265-8971,greenwayfarmllc@gmail.com,050-11620,,FALSE,FALSE,
BUILDING BETTER DAYS LLC,building-better-days-llc,LEGACY GROWN|REEFER MADNESS,legacy-grown,cultivator|dispensary,https://www.reefermadnessdenver.com/,,"4425 East 46th Avenue, Unit A",Denver,CO,80216,US,39.78052454,-104.935934,,,403-01584|403R-00135,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL19-0003784,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL19-0003785,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002042,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002130,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002131,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002132,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002133,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002134,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002135,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002136,,FALSE,FALSE,
"Ceres Farm, LLC",ceres-farm-llc,,,cultivator,,,,,CA,,US,,,(805) 455-5926,Ceres@goheadwaters.Com,CCL20-0002137,,FALSE,FALSE,
CRG Holdco LLC,crg-holdco-llc,The Phoenix,phoenix,other,,,9897 W McDowell Rd #720,Tolleson,AZ,85353,US,33.4631823,-112.2714382,(480) 420-0377,,00000104ESDH57805022,,FALSE,FALSE,
Green Field Management Group Inc.,green-field-management-group-inc,Green Field,green-field,dispensary,,,4687 Mission St,San Francisco,CA,94112,US,37.723215,-122.435578,(415) 696-8850,Greenfieldgroup44@gmail.Com,C10-0001620-LIC,,FALSE,FALSE,
HIGH DEMAND LLC,high-demand-llc,TERPS,terps,cultivator|dispensary,https://www.terpsdispensary.com/,,38 North Silicon Drive,Pueblo West,CO,81007,US,38.33046869,-104.7160069,719-547-1850,info@terpsdispensary.com,403R-01117|402R-00791,,FALSE,FALSE,
"Infinity Farms, Inc.",infinity-farms-inc,"Infinity Farms, Inc.",infinity-farms-inc,cultivator,,,,San Luis Obispo,CA,,US,,,(805) 354-3369,Shane@infinityfarmsusa.Com,CCL21-0001794,,FALSE,FALSE,
"Infinity Farms, Inc.",infinity-farms-inc,"Infinity Farms, Inc.",infinity-farms-inc,cultivator,,,,San Luis Obispo,CA,,US,,,(805) 354-3369,Shane@infinityfarmsusa.Com,CCL21-0001795,,FALSE,FALSE,
"Infinity Farms, Inc.",infinity-farms-inc,"Infinity Farms, Inc.",infinity-farms-inc,cultivator,,,,San Luis Obispo,CA,,US,,,(805) 354-3369,Shane@infinityfarmsusa.Com,CCL21-0001796,,FALSE,FALSE,
Jay Buddy LLC,jay-buddy-llc,The Plant,plant,dispensary,https://fanoftheplant.com/,,2595 Central Park Ave,Yonkers,NY,10710,US,40.98599,-73.82578,(914) 574-5602,info@fanoftheplant.com,OCM-CAURD-24-000063,,FALSE,FALSE,TRUE
MAKENA UNLIMITED LLC,makena-unlimited-llc,MAKENA UNLIMITED LLC|MAKENA,makena-unlimited-llc,dispensary,https://www.makenamj.com/,,2568 South Broadway,Denver,CO,80210,US,39.67005583,-104.9875075,(303) 955-1143,,402-00687|402R-00148,,FALSE,FALSE,TRUE
Massive Industries LLC,massive-industries-llc,MASSIVE,massive,breeder,,,,Ventura,CA,,US,,,(805) 407-3370,Info@massiveindustriesLLC.Com,C12-0000478-LIC,,FALSE,FALSE,
Merced Distribution LLC,merced-distribution-llc,Pro Farms,pro-farms,other,,,,,CA,,US,,,(805) 708-7756,Eli@profarms.Farm,C11-0001612-LIC,,FALSE,FALSE,
Merced Distribution LLC,merced-distribution-llc,Pro Farms,pro-farms,other,,,,,CA,,US,,,(805) 708-7756,Eli@profarms.Farm,DCC-10004721,,FALSE,FALSE,
MISS ORGANIC LLC,miss-organic-llc,Green Lion,green-lion,dispensary,,,365 S Columbia River Hwy,Saint Helens,OR,97051-6203,US,45.8560939,-122.8247181,,,050-1005553BACC,,FALSE,FALSE,
MISS ORGANIC LLC,miss-organic-llc,Green Lion,green-lion,dispensary,,,1760 Virginia Ave,North Bend,OR,97459-2346,US,43.4068046,-124.2359928,,,050-1014898CB9E,,FALSE,FALSE,
MISS ORGANIC LLC,miss-organic-llc,Green Lion,green-lion,dispensary,,,7000 SE Johnson Creek Blvd,Portland,OR,97206-9464,US,45.4557845,-122.590499,,,050-1015135E4D3,,FALSE,FALSE,
MISS ORGANIC LLC,miss-organic-llc,Green Lion,green-lion,dispensary,,,6011 SE 72ND Ave,Portland,OR,97206-6401,US,45.47940985,-122.5893749,,,050-1015404D292,,FALSE,FALSE,
MISS ORGANIC LLC,miss-organic-llc,Green Lion,green-lion,dispensary,,,17030 Se Mcloughlin Blvd,Portland,OR,97267-4960,US,45.400655,-122.6194803,,,050-16398,,FALSE,FALSE,
PURE MEDICAL LLC,pure-medical-llc,PURE,pure,dispensary,https://pure719.com/,,8025 North Academy Boulevard,Colorado Springs,CO,80920,US,38.94753805,-104.8022937,(719) 634-7390,info@pure719.com,402-00346,,FALSE,FALSE,
PURE MEDICAL LLC,pure-medical-llc,PURE,pure,dispensary,https://pure719.com/,,"207 West Rockrimmon Boulevard, Unit C",Colorado Springs,CO,80919,US,38.92807236,-104.8325084,(719) 264-0800,info@pure719.com,402-00347,,FALSE,FALSE,
PURE MEDICAL LLC,pure-medical-llc,PURE,pure,dispensary,https://pure719.com/,,1905 North Academy Boulevard,Colorado Springs,CO,80904,US,38.86031528,-104.757014,(719) 375-5880,info@pure719.com,402-00597,,FALSE,FALSE,
PURE MEDICAL LLC,pure-medical-llc,PURE,pure,dispensary,https://pure719.com/,,8025 North Academy Boulevard,Colorado Springs,CO,80919,US,38.94753805,-104.8022937,,info@pure719.com,402R-01089,,FALSE,FALSE,
PURE MEDICAL LLC,pure-medical-llc,PURE,pure,dispensary,https://pure719.com/,,207 West Rockrimmon Boulevard,Colorado Springs,CO,80919,US,38.92807236,-104.8325084,,info@pure719.com,402R-01090,,FALSE,FALSE,
