Tradename,License ,UBI,Street Address,Suite Rm,City,State,county,Zip Code,Priv Desc,Privilege Status,Day Phone
BUDEEZ                                       ,420661,6035688640010001,2111 E 11TH ST                ,                         ,BREMERTON               ,WA,KITSAP,983104810,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606207114
BUDHUT                                       ,410831,6045346320010005,26207 MAPLE VALLEY BLACK      ,DIAMOND RD #C            ,MAPLE VALLEY            ,WA,KING,98038    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066932900
BUDHUT                                       ,413901,6045346320010001,1131 E STATE ROUTE 532        ,                         ,CAMANO ISLAND           ,WA,ISLAND,98282    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066932900
BUDHUT                                       ,415504,6045346320010002,11603 HWY 99                  ,                         ,EVERETT                 ,WA,SNOHOMISH,98204    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066932900
BUDHUT,421642,6035699590010002,8529 52ND ST SE,,SNOHOMISH,WA,SNOHOMISH,982909282,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4257896996
BUDHUT                                       ,422332,6035726930010004,70 SALTSPRING DR  UNIT 2A     ,UNIT 2A                  ,FRIDAY HARBOR           ,WA,SAN JUAN,982509062,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606681111
BUDS GARAGE                                  ,421005,6033500470010006,3015 EVERETT AVE              ,                         ,EVERETT                 ,WA,SNOHOMISH,982013822,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4253219471
BUDS GARAGE                                  ,437604,6033500470010010,2712 HEWITT AVE               ,                         ,EVERETT                 ,WA,SNOHOMISH,982013740,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4253219471
"C4U2, LLC (TITLE OWNER ONLY)                 ",422362,6044551770000000,RETAIL TITLE CERTIFICATE      ,                         ,VANCOUVER               ,WA,CLARK,986658928,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607987194
"C4U2, LLC (TITLE OWNER ONLY)                 ",422362,6044551770000000,RETAIL TITLE CERTIFICATE      ,                         ,VANCOUVER               ,WA,CLARK,986658928,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3607987194
CANNA GREEN LLC (TITLE OWNER ONLY)           ,424633,6043926110010001,RETAIL TITLE CERTIFICATE      ,                         ,OTHELLO                 ,WA,FRANKLIN,993440000,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2532056704
CANNA WEST SEATTLE                           ,420666,6033595980010008,5440 CALIFORNIA AVE SW        ,                         ,SEATTLE                 ,WA,KING,981361513,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066969240
CANNA WEST SEATTLE                           ,424057,6033595980010007,5435 CALIFORNIA AVE SW        ,                         ,SEATTLE                 ,WA,KING,981361512,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066969240
CANNA4LIFE                                   ,414211,6034482820010001,721 6TH ST                    ,                         ,CLARKSTON               ,WA,ASOTIN,99403    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5092958218
CANNABIS & GLASS,082587,6035700740010001,9403 E TRENT AVE,,MILLWOOD,WA,SPOKANE,992064218,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099991112
CANNABIS & GLASS                             ,360307,6033510980010004,605 E FRANCIS                 ,                         ,SPOKANE                 ,WA,SPOKANE,99208    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5099991112
CANNABIS & GLASS                             ,415243,6033510980010002,6620 N MARKET ST SUITE 100    ,                         ,SPOKANE                 ,WA,SPOKANE,992177809,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099991112
CANNABIS 21                                  ,353993,6033565140010006,428 10TH ST                   ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985500000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606379282
CANNABIS 21                                  ,414712,6033565140010007,2294 STATE ROUTE 109          ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985500000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606379282
CANNABIS 21                                  ,415344,6033565140010003,2510 SANDRA AVE STE A         ,                         ,CENTRALIA               ,WA,LEWIS,985319321,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3602397149
CANNABIS 21                                  ,415567,6033565140010002,1000 E WISHKAH ST             ,                         ,ABERDEEN                ,WA,GRAYS HARBOR,985200000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606379283
CANNABIS CENTRAL                             ,415662,6033839340010001,1516 WEST UNIVERSITY WAY      ,                         ,ELLENSBURG              ,WA,KITTITAS,989260000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098335556
CANNABIS CENTRAL,422944,6033839340010002,1514 W UNIVERSITY WAY,,ELLENSBURG,WA,KITTITAS,989262337,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5092011144
CANNABIS CITY                                ,412751,6033392690010006,421 S LANDER ST STE A         ,                         ,SEATTLE                 ,WA,KING,981345105,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064204206
CANNABIS CITY,413319,6033392690010001,2733 4TH AVE S 1ST FLOOR,1ST FLOOR UNIT,SEATTLE,WA,KING,981341912,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066821332
CANNABIS COAST,420123,6018306250010004,193161 HWY 101,STE 201,FORKS,WA,CLALLAM,983319206,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603744020
CANNABIS COAST                               ,420123,6040821720010001,193161 HWY 101  STE 201       ,STE 201                  ,FORKS                   ,WA,CLALLAM,983319206,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609810505
CANNABIS COAST FORKS                         ,430237,6040821720010003,362 LA PUSH RD                ,                         ,FORKS                   ,WA,CLALLAM,983319504,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603744020
CANNABIS COUNTRY STORE                       ,414970,6033592740010003,1910 W MAIN ST SUITE 101      ,                         ,BATTLE GROUND           ,WA,CLARK,98604    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607987194
CANNABIS FACTORY 21,422362,6035518250010006,9409 NE HWY 99 SUITE B,,VANCOUVER,WA,CLARK,986658928,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063900295
CANNABIS FACTORY 21,422362,6040140410010002,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,CLARK,986658928,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608922878
CANNABIS FACTORY 21,422362,6040140410010002,RETAIL TITLE CERTIFICATE,,VANCOUVER,WA,CLARK,986658928,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3608922878
CANNABIS PROVISIONS EAST                     ,423542,6031854210010003,831 N MILLER ST               ,                         ,WENATCHEE               ,WA,CHELAN,98801    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2533347082
CANNABIS PROVISIONS INC.                     ,421083,6032377590010002,938 N 200TH ST                ,STE D                    ,SHORELINE               ,WA,KING,981333149,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2069137903
CANNABIS PROVISIONS INC.                     ,425585,6032377590010004,938 N 200TH ST STE C          ,                         ,SHORELINE               ,WA,KING,98133    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2066295235
CANNABIS PROVISIONS INC. WHIDBEY ISLAND,421630,6033042060010002,9176 STATE ROUTE 525,,CLINTON,WA,ISLAND,982369556,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065795394
CANNABIS STATION,422570,6033583850010002,21412 HIGHWAY 99 STE A,,EDMONDS,WA,SNOHOMISH,980267748,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3039577942
CANNABIS SUPER STORE,402780,6035462660010004,705 EAST 1ST ST,,CLE ELUM,WA,KITTITAS,989221252,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5096745356
CANNABIS SUPER STORE                         ,402780,6048417560010002,705 EAST 1ST ST               ,                         ,CLE ELUM                ,WA,KITTITAS,989221252,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606311239
CANNABIS SUPER STORE LLC,422745,6035462660010005,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,KITSAP,981102188,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4255030962
CANNABIS SUPER STORE LLC,422745,6035462660010005,RETAIL TITLE CERTIFICATE,,BAINBRIDGE ISLAND,WA,KITSAP,981102188,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,4255030962
CANNABIS SWEET RELIEF,422466,6035941580010001,2427 W SIMS WAY STE F,,PORT TOWNSEND,WA,JEFFERSON,983682247,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5416109508
CANNABIS TREE,422992,6035859880010001,6620 N MARKET ST STE 101,,SPOKANE,WA,SPOKANE,992177809,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099901089
CANNABIZ                                     ,087932,6033429340010001,1109 RIVER RD STE A           ,                         ,PUYALLUP                ,WA,PIERCE,98371    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532611850
Cannabliss 21                                ,422595,6051340050010002,6230 N DIVISION ST            ,                         ,SPOKANE                 ,WA,SPOKANE,992081032,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5099362310
CANNABLYSS                                   ,415575,6033596150010001,2705 HARTFORD DR STE A        ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,98258    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),4253148652
CANNARAIL STATION,413366,6001282260010001,1448 BASIN ST NW SUITE A,,EPHRATA,WA,GRANT,988239695,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5097541047
CANNARAIL STATION,413366,6035548960010001,1448 BASIN ST NW SUITE A,,EPHRATA,WA,GRANT,988239695,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5067541047
CANNARAIL STATION                            ,413366,6052356620010001,1448 BASIN ST NW SUITE A      ,                         ,EPHRATA                 ,WA,GRANT,98823    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5099227242
"CANNAZEN, LLC                                ",439635,6056547110010001,257 ENGH RD                   ,                         ,OMAK                    ,WA,OKANOGAN,988419472,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5096707043
CANNAZONE                                    ,078001,6033548000010001,17940 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733269,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
CANNAZONE                                    ,350641,6046842120010008,1956 1ST AVE S                ,                         ,SEATTLE                 ,WA,KING,981341406,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092288
CANNAZONE                                    ,420477,6046842120010006,7217 212TH ST SW              ,                         ,EDMONDS                 ,WA,SNOHOMISH,980267735,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092288
CANNAZONE,421813,6033548000010003,5655 GUIDE MERIDIAN STE B,SUITE B,BELLINGHAM,WA,WHATCOM,982269722,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
CANNAZONE                                    ,421813,6046842120010002,5655 GUIDE MERIDIAN STE B     ,SUITE B                  ,BELLINGHAM              ,WA,WHATCOM,982269722,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092288
CANNAZONE,422000,6033548000010007,17903 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
CANNAZONE,422000,6046842120010003,17903 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
CANNAZONE                                    ,422000,6050081050010004,17903 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733269,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092115
CANNAZONE                                    ,422791,6033548000010002,3212 OLD HWY 99 SOUTH RD      ,                         ,MOUNT VERNON            ,WA,SKAGIT,982739070,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
CANNAZONE,424599,6033548000010004,17905 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
CANNAZONE,427742,6033548000010006,3010 OLD HWY 99 SOUTH RD STE B,,MOUNT VERNON,WA,SKAGIT,982739037,CANNABIS RETAILER                  ,CLOSED (PERMANENT),8602092288
CANNAZONE                                    ,427742,6046842120010004,3010 OLD HWY 99 SOUTH RD STE B,                         ,MOUNT VERNON            ,WA,SKAGIT,982739037,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092288
CANNAZONE                                    ,430952,6047143320010001,45120 SE NORTH BEND WAY STE B ,                         ,NORTH BEND              ,WA,KING,980459065,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092288
CANNAZONE                                    ,439653,6050081050010007,4712 PACIFIC HWY              ,                         ,BELLINGHAM              ,WA,WHATCOM,982269049,CANNABIS RETAILER                  ,ACTIVE (ISSUED),8602092115
CARAVAN CANNABIS COMPANY                     ,420801,6035879910010002,9574 OLD HWY 99 NORTH RD STE B,                         ,BURLINGTON              ,WA,SKAGIT,982336811,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607550755
CARAVAN CANNABIS COMPANY                     ,435487,6035652650010004,1317 W BAKERVIEW RD STE 105   ,                         ,BELLINGHAM              ,WA,WHATCOM,982269087,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3603251201
CARIBOU CORNER CANNABIS                      ,413700,6022089500010003,23251 HWY 20                  ,                         ,OKANOGAN                ,WA,OKANOGAN,988400000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094296082
CARIBOU CORNER CANNABIS,420812,6022089500010004,257 ENGH RD,,OMAK,WA,OKANOGAN,988419472,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5094296082
CARLTON CANNABIS                             ,421507,6035188950010003,2256 HWY 153 STE B            ,                         ,CARLTON                 ,WA,OKANOGAN,988149004,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607853843
CASCADE HERB COMPANY                         ,414749,6033587380010004,6167 PORTAL WAY               ,                         ,FERNDALE                ,WA,WHATCOM,982489363,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607468587
CASCADE HERB COMPANY                         ,415094,6033587380010002,1240 E MAPLE ST STE 103       ,                         ,BELLINGHAM              ,WA,WHATCOM,982255749,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607782357
CASCADE KROPZ                                ,413819,6033656030010001,19129 SMOKEY POINT BLVD STE B ,                         ,ARLINGTON               ,WA,SNOHOMISH,982234258,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3606595422
CASCADE KROPZ                                ,425539,6033656030010003,19127 SMOKEY POINT BLVD BLDG 1,                         ,ARLINGTON               ,WA,SNOHOMISH,982234264,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606595422
CASITA VERDE LLC (TITLE OWNER ONLY)          ,420407,6043218530000000,RETAIL TITLE CERTIFICATE      ,                         ,RENTON                  ,WA,KING,980575321,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,7328016300
CATHLAMET CANNABIS COMPANY,433034,6036041830010004,295 WA-4,,CATHLAMET,WA,WAHKIAKUM,986120000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5033170557
