index,name,name_slug,dba,dba_slug,type,url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,delivery,sells_seeds,duplicate
US-0000105,20800 Spence Road LLC,20800-spence-road-llc,20800 Spence Road LLC,20800-spence-road-llc,cultivator,,,,CA,,US,,,(831) 236-9283,Licensing@lowellfarms.Com,,CCL20-0002424,FALSE,TRUE,FALSE,TRUE
US-0000106,20800 SPENCE ROAD LLC,20800-spence-road-llc,20800 SPENCE ROAD LLC,20800-spence-road-llc,other,,,,CA,,US,,,(253) 579-3762,Jeff@lowellfarms.Com,,C11-0001881-LIC,FALSE,TRUE,FALSE,FALSE
US-0000107,"209 Trading Company, Inc",209-trading-company-inc,KUSHY CANNABIS DELIVERY,kushy-cannabis-delivery,dispensary,,,,CA,,US,,,(209) 640-3085,209ziggys@gmail.Com,,C9-0000375-LIC,FALSE,TRUE,FALSE,TRUE
US-0000108,20AFTER4,20after4,20AFTER4,20after4,dispensary,,1511 N GOERIG ST,WOODLAND,WA,98674,US,45.91333469,-122.7412992,3605629420,,,364709,FALSE,TRUE,FALSE,TRUE
US-0000109,20Past4 Stockbridge,20past4-stockbridge,20Past4 Stockbridge,20past4-stockbridge,dispensary,,5010 S. M-106,Stockbridge,MI,49285,US,42.43778438,-84.18010271,,,,AU-R-001476,FALSE,TRUE,FALSE,FALSE
US-0000110,2100 E ARTESIA LLC,2100-e-artesia-llc,2100 E ARTESIA LLC,2100-e-artesia-llc,cultivator,,,,CA,,US,,,(747) 244-8983,Garenavetisyan@gmail.Com,,CCL20-0002979,FALSE,TRUE,FALSE,FALSE
US-0000111,2119 Building Inc,2119-building-inc,2119 Building Inc,2119-building-inc,cultivator,,,,CA,,US,,,(818) 720-8989,2119.Buildinginc@gmail.Com,,CCL22-0001292,FALSE,TRUE,FALSE,FALSE
US-0000112,2121 LLC,2121-llc,2121 LLC,2121-llc,cultivator,,,,CA,,US,,,(707) 223-1010,Marcy.Woods11@gmail.Com,,CCL25-0000055,FALSE,TRUE,FALSE,FALSE
US-0000113,21227 Foothill LLC,21227-foothill-llc,Garden of Eden,garden-of-eden,dispensary,,21227 Foothill Blvd,Hayward,CA,94541,US,37.685376,-122.09285,(323) 645-7669,Goehayward@gmail.Com,,C10-0000295-LIC,FALSE,TRUE,FALSE,FALSE
US-0000114,212Partners,212partners,Stashmaster,stashmaster,dispensary,,1119 Broadway,Brooklyn,NY,11221,US,40.69376,-73.92949,,,,OCM-CAURD-24-000217,FALSE,TRUE,FALSE,FALSE
US-0000115,2130 South Yale Distro LLC,2130-south-yale-distro-llc,Wolf Manufacturing LLC,wolf-manufacturing-llc,other,,,,CA,,US,,,(562) 280-7414,Ryan.Rezaie@gmail.Com,,DCC-10004896,FALSE,TRUE,FALSE,FALSE
US-0000116,2130 SOUTH YALE DISTRO LLC,2130-south-yale-distro-llc,2130 SOUTH YALE DISTRO LLC,2130-south-yale-distro-llc,other,,,,CA,,US,,,(562) 280-7414,Ryan.Rezaie@gmail.Com,,C11-0001776-LIC,FALSE,TRUE,FALSE,FALSE
US-0000117,2147 44th LLC,2147-44th-llc,2147 44th LLC,2147-44th-llc,dispensary,www.carnegiehillcannabis.com,1720 2nd Ave,New York,NY,10128,US,40.77997,-73.95,,,,OCM-RETL-24-000021,FALSE,TRUE,FALSE,FALSE
US-0000118,2171 Barker Valley LLC,2171-barker-valley-llc,2171 Barker Valley LLC,2171-barker-valley-llc,cultivator,,,,CA,,US,,,(707) 515-5438,Barkervalley2171@outlook.Com,,CCL21-0005381,FALSE,TRUE,FALSE,TRUE
US-0000119,2190 Barker Valley LLC,2190-barker-valley-llc,2190 Barker Valley LLC,2190-barker-valley-llc,cultivator,,,,CA,,US,,,(707) 515-5438,Barkervalley2190@outlook.Com,,CCL21-0005371,FALSE,TRUE,FALSE,FALSE
US-0000120,22 WEST CO.,22-west-co,22 WEST CO.,22-west-co,other,,,,CA,,US,,,(805) 518-3191,Exit22w@gmail.Com,,C12-0000419-LIC,FALSE,TRUE,FALSE,FALSE
US-0000121,220 ONEIL LLC,220-oneil-llc,220 ONEIL LLC,220-oneil-llc,dispensary,,220 O'NEIL BOULEVARD,Attleboro,MA,2703,US,41.937168,-71.275223,774-602-0142,adam@hostetter-homes.com,,MR284345,FALSE,TRUE,FALSE,TRUE
US-0000122,2205 POPE VALLEY LLC,2205-pope-valley-llc,CANNA TEK,canna-tek,cultivator|dispensary,,2205 Pope Valley Ranch Road,Pueblo,CO,81005,US,38.20714816,-104.970439,,,,403R-00692,FALSE,TRUE,FALSE,FALSE
US-0000123,2222 E BOULDER STREET LLC,2222-e-boulder-street-llc,HIGHTOPS,hightops,other,,2222 East Boulder Street,Colorado Springs,CO,80909,US,38.83849646,-104.7884188,,,,403-01472,FALSE,TRUE,FALSE,FALSE
US-0000124,2306 N POWERS LLC,2306-n-powers-llc,HIGHTOPS,hightops,dispensary,,2306 North Powers Frontage Road Suite 100,Colorado Springs,CO,80915,US,38.86229705,-104.7203196,,,,402R-01099,FALSE,TRUE,FALSE,FALSE
US-0000125,2306 N POWERS LLC,2306-n-powers-llc,HIGHTOPS,hightops,other|dispensary,,"2306 North Powers Frontage Road, Suite 100",Colorado Springs,CO,80915,US,38.86229705,-104.7203196,,,,404-00341|402-00248,FALSE,TRUE,FALSE,FALSE
US-0000126,"2309 Long Beach Avenue, Inc.",2309-long-beach-avenue-inc,"2309 Long Beach Avenue, Inc.",2309-long-beach-avenue-inc,other,,,,CA,,US,,,(818) 217-9507,Info@califarms.Com,,C12-0000142-LIC,FALSE,TRUE,FALSE,FALSE
US-0000127,2317 Distribution LLC,2317-distribution-llc,Soful,soful,other,,,,CA,,US,,,(415) 794-3363,Eli@solful.Com,,C11-0001851-LIC,FALSE,TRUE,FALSE,FALSE
US-0000128,2317 Distribution LLC,2317-distribution-llc,Solful,solful,other,,,,CA,,US,,,(415) 794-3363,Harry@solful.Com,,DCC-10004904,FALSE,TRUE,FALSE,FALSE
US-0000129,2338 Anaheim Industries LLC,2338-anaheim-industries-llc,2338 Anaheim Industries LLC,2338-anaheim-industries-llc,other,,,,CA,,US,,,(562) 280-7414,Licensing@nextgenenterprises.Biz,,C11-0001638-LIC,FALSE,TRUE,FALSE,FALSE
US-0000130,2401 East Anaheim St LLC,2401-east-anaheim-st-llc,2401 East Anaheim St LLC,2401-east-anaheim-st-llc,cultivator,,,,CA,,US,,,(562) 348-5561,Salazarmiguel79@gmail.Com,,CCL21-0005011,FALSE,TRUE,FALSE,FALSE
US-0000131,2401 EAST ANAHEIM ST LLC,2401-east-anaheim-st-llc,2401 EAST ANAHEIM ST LLC,2401-east-anaheim-st-llc,cultivator,,,,CA,,US,,,(562) 348-5561,Salazarmiguel79@gmail.Com,,CCL23-0000555,FALSE,TRUE,FALSE,FALSE
US-0000132,2445 Manufacturing LLC,2445-manufacturing-llc,Solful,solful,other,,,,CA,,US,,,(415) 794-3363,Eli@solful.Com,,C11-0002073-LIC,FALSE,TRUE,FALSE,FALSE
US-0000133,2445 Manufacturing LLC,2445-manufacturing-llc,Solful,solful,other,,,,CA,,US,,,(415) 794-3363,,,DCC-10005021,FALSE,TRUE,FALSE,FALSE
US-0000134,"24TH REGIMENT - LATINO VETERANS' UNIT, LLC",24th-regiment-latino-veterans-unit-llc,Hi-Rise Dispensary,hi-rise-dispensary,other,,1795 N Barrington Road,Hoffman Estates,IL,60194,US,42.05804706,-88.14435499,(847)-648-7069,,,284.000185-AUDO,FALSE,TRUE,FALSE,FALSE
US-0000135,"253 ORGANIC, LLC",253-organic-llc,"253 ORGANIC, LLC",253-organic-llc,dispensary,,253 Millers Falls Road,Montague,MA,1376,US,42.590248,-72.527647,774-236-9389,marcia@wagnerlawgroup.com,,MR281245,FALSE,TRUE,FALSE,FALSE
US-0000136,"253 ORGANIC, LLC",253-organic-llc,"253 ORGANIC, LLC",253-organic-llc,dispensary,,328 College Street,Amherst,MA,1002,US,42.373135,-72.502794,203-639-5153,sam@red-cardinal.net,,MR282975,FALSE,TRUE,FALSE,TRUE
US-0000137,2721 Wildwood Road LLC,2721-wildwood-road-llc,2721 Wildwood Road LLC,2721-wildwood-road-llc,cultivator,,,,CA,,US,,,(917) 742-1870,Jovanovicdamjan@gmail.Com,,CCL21-0004749,FALSE,TRUE,FALSE,FALSE
US-0000138,2727 CULTIVATION LLC,2727-cultivation-llc,GENERATIONS,generations,cultivator,,3228 North Nevada Avenue,Colorado Springs,CO,80907,US,38.8784431,-104.8187959,,,,403-00079,FALSE,TRUE,FALSE,FALSE
US-0000139,"2775 Holdenreid, LLC",2775-holdenreid-llc,"2775 Holdenreid, LLC",2775-holdenreid-llc,cultivator,,,,CA,,US,,,(510) 600-2066,Gbclearlake2020@yahoo.Com,,CCL25-0000125,FALSE,TRUE,FALSE,TRUE
US-0000140,28 GRAHAMS CANNABIS,28-grahams-cannabis,28 GRAHAMS CANNABIS,28-grahams-cannabis,dispensary,,10315 200TH ST E,GRAHAM,WA,98338,US,47.0748809,-122.2926128,2537405648,,,428654,FALSE,TRUE,FALSE,TRUE
US-0000141,2905 halladay distro llc,2905-halladay-distro-llc,2905 halladay distro llc,2905-halladay-distro-llc,other,,,,CA,,US,,,(949) 355-5909,2905halldaydistrodcc@gmail.Com,,C11-0001822-LIC,FALSE,TRUE,FALSE,TRUE
US-0000142,291 Foster LLC,291-foster-llc,291 Foster LLC,291-foster-llc,cultivator,,,,CA,,US,,,(917) 399-5575,Fosterlane251291@gmail.Com,,CCL24-0000168,FALSE,TRUE,FALSE,FALSE
US-0000143,"291 Foster, LLC",291-foster-llc,"291 Foster, LLC",291-foster-llc,cultivator,,,,CA,,US,,,(917) 399-5575,Fosterlane251291@gmail.Com,,CCL24-0000170,FALSE,TRUE,FALSE,FALSE
US-0000144,296 Retail Venture LLC,296-retail-venture-llc,296 Retail Venture LLC,296-retail-venture-llc,dispensary,,296 Route 59,Airmont,NY,10901,US,41.11166,-74.10079,,,,OCM-RETL-24-000267,FALSE,TRUE,FALSE,TRUE
US-0000145,2BMJ MGMT LLC,2bmj-mgmt-llc,2BMJ MGMT LLC,2bmj-mgmt-llc,cultivator,,,,CA,,US,,,(973) 418-1044,Zhannabasina@gmail.Com,,CCL22-0000378,FALSE,TRUE,FALSE,TRUE
US-0000146,"2bmj Mgmt, LLC",2bmj-mgmt-llc,Bad Seed,bad-seed,other,,,,CA,,US,,,(973) 418-1044,Zhannabasina@gmail.Com,,C11-0001647-LIC,FALSE,TRUE,FALSE,FALSE
US-0000147,"2CW Productions, Inc.",2cw-productions-inc,"2CW Productions, Inc.",2cw-productions-inc,cultivator,,,,CA,,US,,,(707) 928-8652,Ned@somarosafarms.Com,,CCL22-0001284,FALSE,TRUE,FALSE,FALSE
US-0000148,"2CW Productions, Inc.",2cw-productions-inc,"2CW Productions, Inc.",2cw-productions-inc,other,,,,CA,,US,,,(707) 889-4067,Ned@somarosafarms.Com,,C13-0000333-LIC,FALSE,TRUE,FALSE,FALSE
US-0000149,"2JC, LLC",2jc-llc,"2JC, LLC",2jc-llc,other,,,,CA,,US,,,(916) 243-6982,Regulatory@connectedca.Com,,C11-0001367-LIC,FALSE,TRUE,FALSE,FALSE
US-0000150,2L RETAIL INCORPORATED,2l-retail-incorporated,LUCKY LION,lucky-lion,dispensary,,14800 SE POWELL BLVD # 1,Portland,OR,97236-2494,US,45.49798098,-122.510574,,,,050-10157025C26,FALSE,TRUE,FALSE,TRUE
US-0000151,3 - 5 HOLDINGS LLC,3-5-holdings-llc,The Highly Connected Dispensary,highly-connected-dispensary,dispensary,,423 Franklin St,Ithaca,NY,14850,US,42.44855,-76.50585,,,,OCM-CAURD-24-000187,FALSE,TRUE,FALSE,FALSE
US-0000152,3 Bros Midtown Santa Cruz,3-bros-midtown-santa-cruz,Santa Cruz Flavors,santa-cruz-flavors,dispensary,,1515 Commercial Way,Santa Cruz,CA,95065,US,36.987844,-121.983773,(831) 226-1686,Bcc@scflavors.Care,,C10-0000925-LIC,FALSE,TRUE,FALSE,FALSE
US-0000153,3 COLOR ORGANIC LLC,3-color-organic-llc,3 COLOR ORGANIC LLC,3-color-organic-llc,cultivator,,,,CA,,US,,,(415) 370-7272,3colororganic@gmail.Com,,CCL23-0000215,FALSE,TRUE,FALSE,FALSE
US-0000154,"3 J's Cannabis, LLC",3-js-cannabis-llc,"3 J's Cannabis, LLC",3-js-cannabis-llc,dispensary,,,Milton,VT,,US,44.630323,-73.1158342,,,,RTLR0106,FALSE,TRUE,FALSE,FALSE
US-0000155,3 SISTERS CANNABIS LLC,3-sisters-cannabis-llc,3 SISTERS CANNABIS,3-sisters-cannabis,cultivator|dispensary,,218 Norml Lane,Moffat,CO,81143,US,38.015594,-105.921417,,,,403R-01466,FALSE,TRUE,FALSE,FALSE
US-0000156,3 Smokes,3-smokes,3 Smokes,3-smokes,dispensary,,7200 W US 12,Three Oaks,MI,49128,US,41.79880207,-86.62374881,,,,AU-R-001465,FALSE,TRUE,FALSE,FALSE
US-0000157,"30 DEEP, LLC.",30-deep-llc,"30 DEEP, LLC.",30-deep-llc,cultivator,,,,CA,,US,,,(310) 710-7549,30deep@shadowlightranch.Com,,CCL18-0001862,FALSE,TRUE,FALSE,FALSE
US-0000158,"30 DEEP, LLC.",30-deep-llc,"30 DEEP, LLC.",30-deep-llc,cultivator,,,,CA,,US,,,(310) 710-7549,30deep@shadowlightranch.Com,,CCL18-0001867,FALSE,TRUE,FALSE,FALSE
US-0000159,30 LLC,30-llc,30 LLC,30-llc,cultivator|dispensary,,695 North Bryant Street,Denver,CO,80204,US,39.72657665,-105.0187622,,,,403-00244|403R-00011,FALSE,TRUE,FALSE,FALSE
US-0000160,300 LLC,300-llc,Caliherba,caliherba,other,,,,CA,,US,,,(949) 500-8369,1evolvedsob@gmail.Com,,DCC-10003352,FALSE,TRUE,FALSE,FALSE
US-0000161,"3011 Sr Ave., Inc. [Equity Retailer]",3011-sr-ave-inc-equity-retailer,Doobie Nights [Equity Retailer],doobie-nights-equity-retailer,dispensary,,"3011 Santa Rosa Ave, Suite A",Santa Rosa,CA,95407,US,38.404327,-122.714121,(707) 321-1800,Info@doobienights.Com,,C10-0000656-LIC,FALSE,TRUE,FALSE,TRUE
US-0000162,"306 W Columbia Ave, Inc.",306-w-columbia-ave-inc,"306 W Columbia Ave, Inc.",306-w-columbia-ave-inc,dispensary,,306 W Columbia AVE,Battle Creek,MI,49015,US,42.29862724,-85.20354666,,,,AU-R-001116,FALSE,TRUE,FALSE,TRUE
US-0000163,31 Cannabis,31-cannabis,31 Cannabis,31-cannabis,dispensary,,1125 S Beacon BLVD Unit C,Grand Haven,MI,49417,US,43.05059212,-86.22049709,,,,AU-R-000780,FALSE,TRUE,FALSE,TRUE
US-0000164,31 Cannabis Park Street,31-cannabis-park-street,31 Cannabis Park Street,31-cannabis-park-street,dispensary,,1922 Park ST Suite A,Muskegon,MI,49441,US,43.21731586,-86.25423593,,,,AU-R-001220,FALSE,TRUE,FALSE,FALSE
US-0000165,311 PAGE BLVD HOLDING GROUP LLC,311-page-blvd-holding-group-llc,311 PAGE BLVD HOLDING GROUP LLC,311-page-blvd-holding-group-llc,dispensary,,311 Page Boulevard,Springfield,MA,1104,US,42.134198,-72.560862,413-330-2572,sgrant@publicpolicylaw.com,,MR282714,FALSE,TRUE,FALSE,TRUE
US-0000166,313 Management LLC,313-management-llc,313 Management LLC,313-management-llc,dispensary,,1456 W San Carlos St,San Jose,CA,95126,US,37.323244,-121.915803,(916) 479-4413,Toastysanjose@gmail.Com,,C10-0001639-LIC,FALSE,TRUE,FALSE,TRUE
US-0000167,"314 La Brea, LLC [Equity Retailer]",314-la-brea-llc-equity-retailer,Wonderbrett [Equity Retailer],wonderbrett-equity-retailer,dispensary,,314 La Brea Ave N,Los Angeles,CA,90036,US,34.076707,-118.343842,(213) 494-1212,David@wonderbrettfarms.Com,,C10-0000828-LIC,FALSE,FALSE,FALSE,FALSE
US-0000168,315 North,315-north,315 North,315-north,dispensary,,26831 Michigan AVE,Inkster,MI,48141,US,42.29501122,-83.30317842,,,,AU-R-000794,FALSE,FALSE,FALSE,FALSE
US-0000169,"316 Florence Holdings, LLC",316-florence-holdings-llc,"316 Florence Holdings, LLC",316-florence-holdings-llc,dispensary,,316 Florence Ave W,Los Angeles,CA,90003,US,33.974461,-118.279015,(562) 370-3780,Elliotlewis6700@catalystcannabis.Co,,C10-0000865-LIC,FALSE,FALSE,TRUE,FALSE
US-0000170,3185 MISSION LLC [Equity Retailer],3185-mission-llc-equity-retailer,3185 MISSION LLC [Equity Retailer],3185-mission-llc-equity-retailer,dispensary,,3185 Mission St,San Francisco,CA,94110,US,37.745886,-122.41939,(925) 872-1469,Brett4kicks@gmail.Com,,C10-0001481-LIC,FALSE,FALSE,FALSE,FALSE
US-0000171,31° North Holdings LLC,31-north-holdings-llc,31° North Holdings LLC,31-north-holdings-llc,dispensary,,,Waterbury Center,VT,,US,44.376896,-72.7189485,,,,RTLR0056,FALSE,FALSE,FALSE,FALSE
US-0000172,"3242 Enterprises, Inc.",3242-enterprises-inc,Green Mart,green-mart,dispensary,,"1325 E St Andrew Pl, Unit B",Santa Ana,CA,92705,US,33.72325,-117.852473,(510) 325-2246,Rick@grnmrt.Com,,C10-0001511-LIC,FALSE,FALSE,FALSE,FALSE
US-0000173,"3247 A M, LLC",3247-a-m-llc,"3247 A M, LLC",3247-a-m-llc,other,,,,CA,,US,,,(805) 660-7479,Rs@vertcos.Com,,DCC-10002982,FALSE,FALSE,FALSE,FALSE
US-0000174,335 GROGAN AVE LLC,335-grogan-ave-llc,335 GROGAN AVE LLC,335-grogan-ave-llc,cultivator,,,,CA,,US,,,(415) 710-3388,335groganaveLLC@gmail.Com,,CCL21-0004672,FALSE,FALSE,FALSE,FALSE
US-0000175,"335 Ohair, LLC",335-ohair-llc,"335 Ohair, LLC",335-ohair-llc,cultivator,,,,CA,,US,,,(530) 798-9708,Greendawgcollective@gmail.Com,,CCL24-0000677,FALSE,FALSE,FALSE,FALSE
US-0000176,351 LLC,351-llc,351 LLC,351-llc,cultivator,,,,CA,,US,,,(206) 354-1592,Bbdhtw@yahoo.Com,,CCL23-0000633,FALSE,FALSE,TRUE,TRUE
US-0000177,"360 Pacific, LLC",360-pacific-llc,"360 Pacifc, LLC",360-pacifc-llc,other,,,,CA,,US,,,(949) 294-2152,Jeffdcann@gmail.Com,,C11-0001362-LIC,FALSE,FALSE,FALSE,FALSE
US-0000178,"365 Arbosen, LLC",365-arbosen-llc,"365 Arbosen, LLC",365-arbosen-llc,cultivator,,,,CA,,US,,,(925) 588-3618,Ctildenjohnson@gmail.Com,,CCL21-0002998,FALSE,FALSE,TRUE,TRUE
US-0000179,365 RECREATIONAL CANNABIS,365-recreational-cannabis,365 RECREATIONAL CANNABIS,365-recreational-cannabis,dispensary,,36711 U.S. HIGHWAY 12,DAYTON,WA,98328,US,46.31295412,-117.9916514,4259194183,,,422099,FALSE,FALSE,TRUE,TRUE
US-0000180,365 RECREATIONAL CANNABIS,365-recreational-cannabis,365 RECREATIONAL CANNABIS,365-recreational-cannabis,dispensary,,17517 15TH AVE NE #B,SHORELINE,WA,98155,US,47.75593052,-122.3135653,4259194183,,,423784,FALSE,FALSE,TRUE,TRUE
US-0000181,3701 Moore Production LLC,3701-moore-production-llc,3701 Moore Production LLC,3701-moore-production-llc,other,,,,CA,,US,,,(949) 357-9873,Hsraymondcheng@gmail.Com,,C11-0001718-LIC,FALSE,FALSE,TRUE,TRUE
US-0000182,3701 Moore Production LLC,3701-moore-production-llc,3701 Moore Production LLC,3701-moore-production-llc,cultivator,,,,CA,,US,,,(949) 357-9873,Hsraymondcheng@gmail.Com,,CCL22-0000642,FALSE,FALSE,TRUE,TRUE
US-0000183,3701 Moore Production LLC,3701-moore-production-llc,3701 Moore Production LLC,3701-moore-production-llc,other,,,,CA,,US,,,(949) 357-9873,Robincheng@aetherfields.Com,,DCC-10004855,FALSE,FALSE,TRUE,TRUE
US-0000184,379 Kearney LLC,379-kearney-llc,379 Kearney LLC,379-kearney-llc,cultivator,,,,CA,,US,,,(650) 302-1610,Nateawbrey@gmail.Com,,CCL21-0004577,FALSE,FALSE,FALSE,FALSE
US-0000185,3807 harlem Cannabis LLC,3807-harlem-cannabis-llc,Buffalo Cannabis Outlet,buffalo-cannabis-outlet,dispensary,,3807 Harlem Rd,Buffalo,NY,14215,US,42.94746,-78.78402,,,,OCM-RETL-24-000082,FALSE,FALSE,FALSE,FALSE
US-0000186,395 HERB,395-herb,395 HERB,395-herb,dispensary,,3948B 3RD AVE UNIT 2,LOON LAKE,WA,99148,US,48.06127039,-117.6221018,5096440420,,,430369,FALSE,FALSE,FALSE,FALSE
US-0000187,"3C Compassionate Care Center, LLC",3c-compassionate-care-center-llc,Rise,rise,other,,270 N Randall Rd Lake in,the Hills,IL,60156,US,42.18106164,-88.33552235,(312) 471-6720,,,284.000110-AUDO,FALSE,FALSE,TRUE,FALSE
US-0000188,"3C Compassionate Care Centers, LLC",3c-compassionate-care-centers-llc,Rise,rise,other,,1627 Rock Creek Blvd.,,IL,,US,41.49128348,-88.17202223,,,,284.000002-AUDO,FALSE,FALSE,TRUE,TRUE
US-0000189,"3C Compassionate Care Centers, LLC",3c-compassionate-care-centers-llc,Rise,rise,other,,1700 Quincy Ave. #103,,IL,,US,41.77474958,-88.19283786,,,,284.000003-AUDO,FALSE,FALSE,FALSE,FALSE
US-0000190,"3C Compassionate Care Centers, LLC",3c-compassionate-care-centers-llc,Rise,rise,other,,9621 N. Milwaukee Ave.,Niles,IL,60714,US,42.05512062,-87.83853565,(815) 900-2227,,,284.000055-AUDO,FALSE,FALSE,FALSE,TRUE
US-0000191,3Fifteen,3fifteen,3Fifteen,3fifteen,dispensary,,3423 NE Plainfield AVE,Grand Rapids,MI,49525,US,43.02511553,-85.63273014,,,,AU-R-000358,FALSE,FALSE,FALSE,FALSE
US-0000192,3Fifteen,3fifteen,3Fifteen,3fifteen,dispensary,,120 N Main ST,Camden,MI,49232,US,41.75587675,-84.7576504,,,,AU-R-000430,FALSE,FALSE,FALSE,FALSE
US-0000193,'3fifteen Primo' Or '3fifteen' Or '3fifteen Primo Cannabis',3fifteen-primo-or-3fifteen-or-3fifteen-primo-cannabis,'3fifteen Primo' Or '3fifteen' Or '3fifteen Primo Cannabis',3fifteen-primo-or-3fifteen-or-3fifteen-primo-cannabis,other,,5501 Chippewa St,St. Louis,MO,63109,US,38.592624,-90.285978,573-529-0312,,,DIS000029,FALSE,FALSE,FALSE,FALSE
US-0000194,'3fifteen Primo' Or '3fifteen' Or '3fifteen Primo Cannabis',3fifteen-primo-or-3fifteen-or-3fifteen-primo-cannabis,'3fifteen Primo' Or '3fifteen' Or '3fifteen Primo Cannabis',3fifteen-primo-or-3fifteen-or-3fifteen-primo-cannabis,other,,18031 Business 13,Branson West,MO,65737,US,36.697634,-93.369309,573-529-0312,,,DIS000085,FALSE,FALSE,FALSE,FALSE
US-0000195,'3fifteen Primo' Or '3fifteen' Or '3fifteen Primo Cannabis',3fifteen-primo-or-3fifteen-or-3fifteen-primo-cannabis,'3fifteen Primo' Or '3fifteen' Or '3fifteen Primo Cannabis',3fifteen-primo-or-3fifteen-or-3fifteen-primo-cannabis,other,,839 Meramec Station Rd,Valley Park,MO,63088,US,38.5602509,-90.4931456,573-529-0312,,,DIS000121,FALSE,FALSE,FALSE,FALSE
US-0000196,3fifteen Primo; 3fifteen; 3fifteen Primo Cannabis; Cookies,3fifteen-primo-3fifteen-3fifteen-primo-cannabis-cookies,3fifteen Primo; 3fifteen; 3fifteen Primo Cannabis; Cookies,3fifteen-primo-3fifteen-3fifteen-primo-cannabis-cookies,other,,11088 New Halls Ferry Rd,Florissant,MO,63033,US,38.7734,-90.269173,573-529-0312,,,DIS000004,FALSE,FALSE,FALSE,FALSE
US-0000197,3L DISTRIBUTION INC.,3l-distribution-inc,3L DISTRIBUTION INC.,3l-distribution-inc,other,,,,CA,,US,,,(408) 482-4842,Alcheng12@hotmail.Com,,C12-0000512-LIC,FALSE,FALSE,TRUE,TRUE
US-0000198,3L RETAIL INCORPORATED,3l-retail-incorporated,LUCKY LION,lucky-lion,dispensary,,16148,Ne Sandy Blvd Portland,OR,97230-5014,US,45.5496044,-122.4964908,,,,050-1016201C7BC,FALSE,FALSE,FALSE,FALSE
US-0000199,3RD BASS LLC,3rd-bass-llc,Top Shelf Wellness Center,top-shelf-wellness-center,dispensary,,1925,Elm Ave Medford,OR,97501-1628,US,42.3466905,-122.8859716,,,,050-1016131A101,FALSE,FALSE,FALSE,FALSE
US-0000200,3RD Gen Family,3rd-gen-family,3RD Gen Family,3rd-gen-family,cultivator,,,,CA,,US,,,(707) 513-8908,Rhyzl.Brandon@gmail.Com,,CCL20-0000347,FALSE,FALSE,FALSE,FALSE
US-0000201,3RD Gen Family,3rd-gen-family,3RD Gen Family,3rd-gen-family,cultivator,,,,CA,,US,,,(707) 513-8908,Rhyzl.Brandon@gmail.Com,,CCL20-0003121,FALSE,FALSE,FALSE,FALSE
US-0000202,"4 Ponds, LLC",4-ponds-llc,"4 Ponds, LLC",4-ponds-llc,cultivator,,,,CA,,US,,,(707) 272-5815,Drewster33@hotmail.Com,,CCL18-0003387,FALSE,FALSE,FALSE,FALSE
US-0000203,4 ROSES LLC,4-roses-llc,BLEEZIES,bleezies,dispensary,,195 North Academy Boulevard,Colorado Springs,CO,80909,US,38.83558288,-104.7571985,,,,402-00618,FALSE,FALSE,FALSE,FALSE
US-0000204,4 Seasons,4-seasons,4 Seasons,4-seasons,cultivator,,,,CA,,US,,,(510) 300-4473,Clvalencia5@gmail.Com,,CCL23-0000501,FALSE,FALSE,FALSE,TRUE
US-0000205,4 Winds LLC,4-winds-llc,4 Winds LLC,4-winds-llc,cultivator,,,,CA,,US,,,(707) 472-1329,Mikeafarmer@gmail.Com,,CCL20-0002159,FALSE,FALSE,TRUE,TRUE
US-0000206,4 Winds LLC,4-winds-llc,4 Winds LLC,4-winds-llc,cultivator,,,,CA,,US,,,(707) 472-1329,Mikeafarmer@gmail.Com,,CCL25-0000117,FALSE,FALSE,FALSE,TRUE
US-0000207,4:20 FRIENDLY,420-friendly,4:20 FRIENDLY,420-friendly,dispensary,,1515 LEWIS ST,SPOKANE,WA,99224,US,47.6414756,-117.4889661,5094990999,,,413586,FALSE,FALSE,FALSE,FALSE
US-0000208,"40 Fathoms Industries, LLC",40-fathoms-industries-llc,"40 Fathoms Industries, LLC",40-fathoms-industries-llc,other,,,,CA,,US,,,(858) 353-3259,Operations@atlasgroup.Com,,DCC-10005105,FALSE,FALSE,FALSE,FALSE
US-0000209,"4081 Industries, LLC",4081-industries-llc,TRANSCEND WELLNESS PRODUCTS & SERVICES,transcend-wellness-products-services,dispensary,,289 Oakwood Ave Ste D,Troy,NY,12182,US,42.77856,-73.65694,,,,OCM-CAURD-24-000133,FALSE,FALSE,TRUE,TRUE
US-0000210,410 Extracts,410-extracts,Boardwalk Extracts,boardwalk-extracts,other,,,,CA,,US,,,(415) 650-8015,William@bloomnetwork.Io,,DCC-10003786,FALSE,FALSE,TRUE,TRUE
US-0000211,410 Extracts Incorporated,410-extracts-incorporated,Boardwalk Extracts,boardwalk-extracts,other,,,,CA,,US,,,(415) 650-8015,William@bloomnetwork.Io,,C11-0001006-LIC,FALSE,FALSE,TRUE,TRUE
