Business or License Holder Name,License Number,Regulatory Body,City,State,Zip Code,Status,Latitude,Longitude
FR Iowa LLC dba Functional Remedies,19-0111,Iowa Department of Agriculture & Land Stewardship,Arcadia,Iowa,51430,Expired,42.0872073,-95.0461023
French Creek Organic Farm,19-0116,Iowa Department of Agriculture & Land Stewardship,Lansing,Iowa,52151,Expired,43.3609053,-91.218768
Gen. O. Farms,19-0176,Iowa Department of Agriculture & Land Stewardship,Dubuque,Iowa,52003,Expired,42.4116202,-90.658333
Gen.O.Farms,19-0123,Iowa Department of Agriculture & Land Stewardship,Dubuque,Iowa,52003,Expired,42.4116202,-90.658333
"Green Valley, Inc",19-0209,Iowa Department of Agriculture & Land Stewardship,Avoca,Iowa,51521,Expired,41.4766571,-95.33805489999999
Greene Goods Market,19-0217,Iowa Department of Agriculture & Land Stewardship,Jefferson,Iowa,50129,Expired,42.0172457,-94.3774232
Greg O Nicholas,19-0156,Iowa Department of Agriculture & Land Stewardship,Clear Lake,Iowa,50428,Expired,43.1435564,-93.3788108
Gregory Nicholas,19-0113,Iowa Department of Agriculture & Land Stewardship,Clear Lake,Iowa,50428,Expired,43.1435564,-93.3788108
Gregory Wandrey,19-0160,Iowa Department of Agriculture & Land Stewardship,Ankeny,Iowa,50023,Expired,41.7332684,-93.63191309999999
Gregory Wandrey,19-0180,Iowa Department of Agriculture & Land Stewardship,Kelley,Iowa,50134,Expired,41.950542,-93.66521999999999
Heartland Hemp Holdings LLC,19-0136,Iowa Department of Agriculture & Land Stewardship,Iowa City,Iowa,52245,Expired,41.6613587,-91.4918235
Heather Chambers,19-0175,Iowa Department of Agriculture & Land Stewardship,Charles City,Iowa,50616,Expired,43.0663612,-92.6724112
Heather Chambers,19-0188,Iowa Department of Agriculture & Land Stewardship,Charles City,Iowa,50616,Expired,43.0663612,-92.6724112
High as hach Topicals,19-0225,Iowa Department of Agriculture & Land Stewardship,Alta,Iowa,51002,Expired,42.6749812,-95.30416559999999
ICF Industries Inc,19-0186,Iowa Department of Agriculture & Land Stewardship,Steamboat Rock,Iowa,50672,Expired,42.4055374,-93.0724235
Iris Aisle,19-0106,Iowa Department of Agriculture & Land Stewardship,Winterset,Iowa,50273,Expired,41.3308237,-94.0138393
Iris Aisle,19-0115,Iowa Department of Agriculture & Land Stewardship,Winterset,Iowa,50273,Expired,41.3308237,-94.0138393
Iris Aisle,19-0155,Iowa Department of Agriculture & Land Stewardship,Winterset,Iowa,50273,Expired,41.3308237,-94.0138393
Iris Aisle,19-0190,Iowa Department of Agriculture & Land Stewardship,Winterset,Iowa,50273,Expired,41.3308237,-94.0138393
Iris Aisle,19-0216,Iowa Department of Agriculture & Land Stewardship,Winterset,Iowa,50273,Expired,41.3308237,-94.0138393
J&J Land Inc dba Greenleaf Sales,19-0110,Iowa Department of Agriculture & Land Stewardship,Estherville,Iowa,51334,Expired,43.4013478,-94.8391532
Jacob Johnson,19-0108,Iowa Department of Agriculture & Land Stewardship,Lansing,Iowa,52151,Expired,43.3609053,-91.218768
Jacob Johnson,19-0170,Iowa Department of Agriculture & Land Stewardship,Lansing,Iowa,52151,Expired,43.3609053,-91.218768
Jacob Johnson,19-0204,Iowa Department of Agriculture & Land Stewardship,Lansing,Iowa,52151,Expired,43.3609053,-91.218768
Justin Clasen,19-0135,Iowa Department of Agriculture & Land Stewardship,Bellevue,Iowa,52031,Expired,42.25889360000001,-90.4257531
Kemin Industries,19-0183,Iowa Department of Agriculture & Land Stewardship,Des Moines,Iowa,50317,Expired,41.61633010000001,-93.5509074
Kemin Industries,19-0207,Iowa Department of Agriculture & Land Stewardship,Des Moines,Iowa,50317,Expired,41.61633010000001,-93.5509074
Kemin Industries,19-0208,Iowa Department of Agriculture & Land Stewardship,Des Moines,Iowa,50317,Expired,41.61633010000001,-93.5509074
Kemin Industries Inc,19-0139,Iowa Department of Agriculture & Land Stewardship,Des Moines,Iowa,50317,Expired,41.61633010000001,-93.5509074
Kemin Industries Inc,19-0154,Iowa Department of Agriculture & Land Stewardship,Des Moines,Iowa,50317,Expired,41.61633010000001,-93.5509074
KKBY Enterprises LLC,19-0104,Iowa Department of Agriculture & Land Stewardship,Crescent,Iowa,51526,Expired,41.364996,-95.85806679999999
KKBY Enterprises LLC,19-0158,Iowa Department of Agriculture & Land Stewardship,Crescent,Iowa,51526,Expired,41.364996,-95.85806679999999
KKBY Enterprises LLC,19-0196,Iowa Department of Agriculture & Land Stewardship,Crescent,Iowa,51526,Expired,41.364996,-95.85806679999999
KKBY Farms LLC,19-0214,Iowa Department of Agriculture & Land Stewardship,Crescent,Iowa,51526,Expired,41.364996,-95.85806679999999
MAG,19-0109,Iowa Department of Agriculture & Land Stewardship,Marshalltown,Iowa,50158,Expired,42.0494674,-92.90803749999999
MAG,19-0219,Iowa Department of Agriculture & Land Stewardship,Marshalltown,Iowa,50158,Expired,42.0494674,-92.90803749999999
Mark A Wright,19-0159,Iowa Department of Agriculture & Land Stewardship,Oxford,Iowa,52322,Expired,41.7233336,-91.7906579
Mark Stephen Logsdon,USDA_15_0090,USDA,Keokuk,Iowa,52632-2103,Expired,40.4044731,-91.3963966
Mark Wright,19-0132,Iowa Department of Agriculture & Land Stewardship,Oxford,Iowa,52322,Expired,41.7233336,-91.7906579
Mark Wright,19-0193,Iowa Department of Agriculture & Land Stewardship,Oxford,Iowa,52322,Expired,41.7233336,-91.7906579
Mark Wright,19-0222,Iowa Department of Agriculture & Land Stewardship,Oxford,Iowa,52322,Expired,41.7233336,-91.7906579
Matthew Steiner,19-0220,Iowa Department of Agriculture & Land Stewardship,Dallas Center,Iowa,50063,Expired,41.6843456,-93.96118589999999
Megan Schickel,19-0129,Iowa Department of Agriculture & Land Stewardship,Dubuque,Iowa,52001,Expired,42.5292381,-90.6962853
Midwest Horticultural Supply,19-0177,Iowa Department of Agriculture & Land Stewardship,Winterset,Iowa,50273,Expired,41.3308237,-94.0138393
Mitchell Spencer,19-0147,Iowa Department of Agriculture & Land Stewardship,Bondurant,Iowa,50035,Expired,41.7005376,-93.46198629999999
Northfield Hemp LLC,19-0131,Iowa Department of Agriculture & Land Stewardship,Mediapolis,Iowa,52634,Expired,41.0080904,-91.1640369
NuHawki Hemp LLC,19-0169,Iowa Department of Agriculture & Land Stewardship,Dubuque,Iowa,52001,Expired,42.5292381,-90.6962853
PK Hemp Research LLC,19-0125,Iowa Department of Agriculture & Land Stewardship,Mediapolis,Iowa,52637,Expired,41.0080904,-91.1640369
Quade Heritage Farm,19-0163,Iowa Department of Agriculture & Land Stewardship,Dubuque,Iowa,52001,Expired,42.5292381,-90.6962853
Rick Alber,19-0144,Iowa Department of Agriculture & Land Stewardship,Independence,Iowa,50644,Expired,42.4685978,-91.8893386
Rozann Dallenbach,19-0165,Iowa Department of Agriculture & Land Stewardship,Volga,Iowa,52077,Expired,42.8047058,-91.5409782
Rozann Dallenbach,19-0197,Iowa Department of Agriculture & Land Stewardship,Volga,Iowa,52077,Expired,42.8047058,-91.5409782
S and V LLC,19-0133,Iowa Department of Agriculture & Land Stewardship,Nashua,Iowa,50658,Expired,42.9522221,-92.5386382
Scott Frye,19-0143,Iowa Department of Agriculture & Land Stewardship,Independence,Iowa,50644,Expired,42.4685978,-91.8893386
Scott Frye,19-0173,Iowa Department of Agriculture & Land Stewardship,Independence,Iowa,50644,Expired,42.4685978,-91.8893386
Spectrum Grow Company,19-0107,Iowa Department of Agriculture & Land Stewardship,Bellevue,Iowa,52031,Expired,42.25889360000001,-90.4257531
Susan Reed,19-0119,Iowa Department of Agriculture & Land Stewardship,Glenwood,Iowa,51534,Expired,41.0469437,-95.7425056
Thomas Hoerichs,19-0203,Iowa Department of Agriculture & Land Stewardship,Milford,Iowa,51351,Expired,43.3246863,-95.149996
Thomas Hoerichs,19-0213,Iowa Department of Agriculture & Land Stewardship,Milford,Iowa,51351,Expired,43.3246863,-95.149996
Tyson Allchin,19-0181,Iowa Department of Agriculture & Land Stewardship,Columbus Junction,Iowa,52738,Expired,41.2786364,-91.3598775
Tyson Allchin,19-0182,Iowa Department of Agriculture & Land Stewardship,Ottumwa,Iowa,52501,Expired,41.01602930000001,-92.40830220000001
US Freedom Farms Inc,19-0138,Iowa Department of Agriculture & Land Stewardship,Waterloo,Iowa,50701,Expired,42.4285686,-92.3616203
"Vorhes, Ethan",27-20238143,Minnesota Department of Agriculture,Nashua,Iowa,50658,Expired,42.9522221,-92.5386382
Wellness Acres LLC,19-0161,Iowa Department of Agriculture & Land Stewardship,Waterloo,Iowa,50702,Expired,42.4638414,-92.3172324
Wellness Acres LLC,19-0191,Iowa Department of Agriculture & Land Stewardship,La Porte City,Iowa,50651,Expired,42.3149911,-92.1921275
Wellness Acres LLC,19-0211,Iowa Department of Agriculture & Land Stewardship,Waterloo,Iowa,50702,Expired,42.4638414,-92.3172324
Wildwood Farms Iowa LLC,19-0105,Iowa Department of Agriculture & Land Stewardship,Lewis,Iowa,51544,Expired,41.3058237,-95.0833248
"Wildwood Farms Iowa, LLC",19-0168,Iowa Department of Agriculture & Land Stewardship,Lewis,Iowa,59535,Expired,41.3058237,-95.0833248
"Wildwood Farms Iowa, LLC",19-0200,Iowa Department of Agriculture & Land Stewardship,Lewis,Iowa,51544,Expired,41.3058237,-95.0833248
William Ludwig,19-0117,Iowa Department of Agriculture & Land Stewardship,Waterloo,Iowa,50701,Expired,42.4285686,-92.3616203
William Ludwig,19-0172,Iowa Department of Agriculture & Land Stewardship,Waterloo,Iowa,50701,Expired,42.4285686,-92.3616203
William Ludwig,19-0206,Iowa Department of Agriculture & Land Stewardship,Waterloo,Iowa,50701,Expired,42.4285686,-92.3616203
Winsor Hemp Farm,19-0121,Iowa Department of Agriculture & Land Stewardship,Vinton,Iowa,52349,Expired,42.1646477,-92.01856509999999
Winsor Hemp Farm,19-0179,Iowa Department of Agriculture & Land Stewardship,Vinton,Iowa,52349,Expired,42.1646477,-92.01856509999999
Allen Ratliff,20_0002,Kansas Department of Agriculture,Tecumseh,Kansas,66542,Expired,39.0442603,-95.58217259999999
Andrew Renyer,20_0122,Kansas Department of Agriculture,Sabetha,Kansas,66534,Expired,39.9022223,-95.80082250000001
Angel Romero Jr.,20_0037,Kansas Department of Agriculture,Dodge City,Kansas,67801,Expired,37.7560487,-100.018797
Barrett Smith,20_0075,Kansas Department of Agriculture,Macksville,Kansas,67557,Expired,37.95918200000001,-98.96870980000001
Brandon Riffey,20_0106,Kansas Department of Agriculture,Sawyer,Kansas,67134,Expired,37.4972416,-98.68231109999999
Brenda Odgers,20_0107,Kansas Department of Agriculture,Russell,Kansas,67665,Expired,38.8952893,-98.8598061
Brent Boman,20_0083,Kansas Department of Agriculture,Topeka,Kansas,66614,Expired,39.013101,-95.85121
Brent Boman,20_0105,Kansas Department of Agriculture,Topeka,Kansas,66614,Expired,39.013101,-95.85121
Brent Boman,20_0113,Kansas Department of Agriculture,Topeka,Kansas,66614,Expired,39.013101,-95.85121
Carmen Ginther,20_0018,Kansas Department of Agriculture,Hays,Kansas,67601,Expired,38.87584349999999,-99.3283696
Cary Eldridge,20_0009,Kansas Department of Agriculture,Basehor,Kansas,66007,Expired,39.1416692,-94.9385762
Colton Heskett,20_0111,Kansas Department of Agriculture,Hoxie,Kansas,67740,Expired,39.3575049,-100.441807
Colton Heskett,20_0112,Kansas Department of Agriculture,Hoxie,Kansas,67740,Expired,39.3575049,-100.441807
Craig Pringle,20_0104,Kansas Department of Agriculture,Winfield,Kansas,67156,Expired,37.2397486,-96.9955918
David Abramovitz,20_0085,Kansas Department of Agriculture,Valley Falls,Kansas,66088,Expired,39.3408695,-95.4599171
David Abramovitz,20_0101,Kansas Department of Agriculture,Valley Falls,Kansas,66088,Expired,39.3408695,-95.4599171
David Briggeman,20_0102,Kansas Department of Agriculture,Iuka,Kansas,67066,Expired,37.7291841,-98.7350909
David Hart,20_0005,Kansas Department of Agriculture,Overland Park,Kansas,66215,Expired,38.9647235,-94.7381013
David Wells,20_0012,Kansas Department of Agriculture,Wichita,Kansas,67203,Expired,37.7006858,-97.36786239999999
Donald Bergkamp,20_0109,Kansas Department of Agriculture,Fowler,Kansas,67844,Expired,37.3855792,-100.1956967
Focus Buds CBD LLC,08-104429,Colorado Department of Agriculture,Lawrence,Kansas,66049,Expired,38.9684867,-95.37301760000001
Gary Upah,20_0042,Kansas Department of Agriculture,Overland Park,Kansas,66224,Expired,38.8646537,-94.6347041
Gick Fleming,20_0051,Kansas Department of Agriculture,Leon,Kansas,67074,Expired,37.6882226,-96.78130019999999
Gregory Mowdy,20_0108,Kansas Department of Agriculture,Pittsburg,Kansas,66762,Expired,37.410884,-94.70496
HartVest,29_R00249,Missouri Department of Agriculture,Overland Park,Kansas,66206,Expired,38.9538595,-94.6192114
James DeWitt,20_0001,Kansas Department of Agriculture,Leawood,Kansas,66209,Expired,38.90094310000001,-94.6398693
Jason Griffin,20_0004,Kansas Department of Agriculture,Derby,Kansas,67037,Expired,37.5479087,-97.27017359999999
Jesse Garetson,20_0119,Kansas Department of Agriculture,Copeland,Kansas,67837,Expired,37.5419685,-100.6296
Joanna Gress,20_0045,Kansas Department of Agriculture,Emporia,Kansas,66801,Expired,38.403903,-96.18166260000001
John Zielke,20_0100,Kansas Department of Agriculture,Topeka,Kansas,66614,Expired,39.013101,-95.85121
Justin Howard,20_0103,Kansas Department of Agriculture,Oakley,Kansas,67748,Expired,39.1270975,-100.8479688
Justin Thurlow,20_0060,Kansas Department of Agriculture,Wakefield,Kansas,67487,Expired,39.2156788,-97.0142427
Keldon Landgraf,20_0048,Kansas Department of Agriculture,Manhattan,Kansas,66502,Expired,39.179475,-96.57331699999999
Kraig Roozeboom,20_0081,Kansas Department of Agriculture,Manhattan,Kansas,66502,Expired,39.179475,-96.57331699999999
Kyle Nilsen,20_0013,Kansas Department of Agriculture,Andover,Kansas,67002,Expired,37.700398,-97.1144039
Larry Lovgren,20_0090,Kansas Department of Agriculture,Washington,Kansas,66968,Expired,39.8180592,-97.0508605
Laura Hines-Hull,20_0118,Kansas Department of Agriculture,Hugoton,Kansas,67951,Expired,37.1753025,-101.3496025
Mark Fincham,20_0087,Kansas Department of Agriculture,Pratt,Kansas,67124,Expired,37.6439071,-98.73759109999999
Max Alber,20_0080,Kansas Department of Agriculture,Lyons,Kansas,67554,Expired,38.3450104,-98.20172679999999
Melissa Durossette,20_0110,Kansas Department of Agriculture,Fort Scott,Kansas,66701,Expired,37.8397626,-94.7082951
Melissa Nelson,20_0025,Kansas Department of Agriculture,Great Bend,Kansas,67530,Expired,38.3644567,-98.7648073
Melissa Nelson,20_0026,Kansas Department of Agriculture,Great Bend,Kansas,67530,Expired,38.3644567,-98.7648073
Michelle Schutz,20_0117,Kansas Department of Agriculture,Wichita,Kansas,67230,Expired,37.6865513,-97.1682514
Nicole Kaylor,20_0121,Kansas Department of Agriculture,Udall,Kansas,67146,Expired,37.3875221,-97.11420629999999
"Prairie Band Ag, LLC",BO4862_0002,Prairie Band Potawatomi Nation,Holton,Kansas,66436,Expired,39.4652724,-95.7363723
"Prairie Band Ag, LLC",BO4862_0003,Prairie Band Potawatomi Nation,Holton,Kansas,66436,Expired,39.4652724,-95.7363723
"Prairie Band Ag, LLC",BO4862_0007,Prairie Band Potawatomi Nation,Holton,Kansas,66436,Expired,39.4652724,-95.7363723
"Prairie Band Ag, LLC",BO4862_0008,Prairie Band Potawatomi Nation,Holton,Kansas,66436,Expired,39.4652724,-95.7363723
Rhonda McNett,20_0061,Kansas Department of Agriculture,Piqua,Kansas,66761,Expired,37.9220374,-95.5374629
Riley ReQua,20_0041,Kansas Department of Agriculture,Sedgwick,Kansas,67135,Expired,37.9324856,-97.4597725
RMB Ventures LLC,08-104577,Colorado Department of Agriculture,Garden plain,Kansas,67050,Expired,37.6631733,-97.6840413
Robert Hiatt III,20_0021,Kansas Department of Agriculture,Nickerson,Kansas,67561,Expired,38.1472334,-98.0836679
Sam Miller,20_0114,Kansas Department of Agriculture,Garnett,Kansas,66032,Expired,38.2805772,-95.24191920000001
Sara Dunham,20_0115,Kansas Department of Agriculture,Wichita,Kansas,67204,Expired,37.7803142,-97.3624598
Sarah Stephens,20_0022,Kansas Department of Agriculture,Wichita,Kansas,67206,Expired,37.7037608,-97.2329255
Sheldon Coleman,20_0014,Kansas Department of Agriculture,Andover,Kansas,67002,Expired,37.700398,-97.1144039
Steven Schroeder,20_0092,Kansas Department of Agriculture,Rush,Kansas,67665,Expired,38.857973,-98.88039250000001
Steven Yoder,20_0116,Kansas Department of Agriculture,Garnett,Kansas,66032,Expired,38.2805772,-95.24191920000001
Todd Miller,20_0094,Kansas Department of Agriculture,Hutchinson,Kansas,67501,Expired,38.0608445,-97.92977429999999
Travis Hargitt,20_0068,Kansas Department of Agriculture,Quinter,Kansas,67752,Expired,39.0684694,-100.2348085
Vertex International R&W LLC,32-202121G,Nevada Department of Agriculture,Mission,Kansas,66202,Expired,39.0246739,-94.6708709
William Vann,20_0120,Kansas Department of Agriculture,Valley Center,Kansas,67147,Expired,37.8323292,-97.3720207
"1550 Hemp Company LLC, Trai Williams",21_2303,Kentucky Department of Agriculture,Franklin,Kentucky,42134,Expired,36.7187855,-86.5785573
A Robinson,21_1755,Kentucky Department of Agriculture,Lebanon,Kentucky,40033,Expired,37.5698914,-85.2525819
Aaron Beaver,21_2178,Kentucky Department of Agriculture,Burkesville,Kentucky,42717,Expired,36.7903399,-85.3705186
Aaron Haas,21_0170,Kentucky Department of Agriculture,Paducah,Kentucky,42003,Expired,37.0100528,-88.57585739999999
Abram Prescott Phillips,21_2457,Kentucky Department of Agriculture,Glencoe,Kentucky,41046,Expired,38.7145093,-84.82272549999999
Adam Bell Farms LLC,21_2319,Kentucky Department of Agriculture,Mayfield,Kentucky,42066,Expired,36.7417235,-88.6367154
Addison Burns,21_0258,Kentucky Department of Agriculture,California,Kentucky,41007,Expired,38.9186766,-84.26354719999999
AgraHemp LLC,21_2078,Kentucky Department of Agriculture,Lexington,Kentucky,40516,Expired,38.0657176,-84.3647199
AgTech Scientific,21_1787,Kentucky Department of Agriculture,Paris,Kentucky,40361,Expired,38.2097987,-84.2529869
