name,dba,slug,dba_slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000209-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000210-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000211-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000212-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000213-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000214-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000215-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000216-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000217-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000218-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000219-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000220-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000221-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000222-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000223-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000224-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000225-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000226-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000227-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000228-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000229-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000230-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000231-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000232-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000233-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000234-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000235-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000236-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000237-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000238-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000239-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000240-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000241-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000242-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000243-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000244-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000245-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000246-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000247-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000248-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000249-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000250-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000251-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000252-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000253-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000254-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000255-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000256-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000257-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000258-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000259-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000260-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000261-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000262-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000263-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000264-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000265-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000266-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000267-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000268-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000269-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000270-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000271-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000272-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000273-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000274-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000275-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000276-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000277-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000278-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000279-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000280-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000281-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000282-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000283-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000284-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000285-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000286-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000287-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000288-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000289-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000290-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000291-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000292-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000293-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000294-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000295-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000296-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000297-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000298-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000299-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000300-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000301-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000302-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000303-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000304-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000305-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000306-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000307-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000308-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000309-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000310-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000311-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000312-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000313-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000314-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000315-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000316-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000317-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000318-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000319-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000320-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000321-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000322-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000323-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000324-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000325-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000328-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000329-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000330-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000331-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000332-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000333-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000334-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000336-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000337-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000338-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000339-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000340-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000343-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,284.000344-CL
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,
CANNA VERDE LLC,CANNA VERDE LLC,canna-verde-llc,canna-verde-llc,other,,,,,IL,,US,40.6331249,-89.3985283,,,
2905 halladay distro llc,,2905-halladay-distro-llc,,other,,,,,CA,,US,,,(949) 355-5909,2905halldaydistrodcc@gmail.Com,C11-0001822-LIC
296 Retail Venture LLC,,296-retail-venture-llc,,dispensary,,,296 Route 59,Airmont,NY,10901,US,41.11166,-74.10079,,,OCM-RETL-24-000267
"2CW Productions, Inc.",,2cw-productions-inc,,other,,,,,CA,,US,,,(707) 889-4067,Ned@somarosafarms.Com,C13-0000333-LIC
"2JC, LLC",,2jc-llc,,other,,,,,CA,,US,,,(916) 243-6982,Regulatory@connectedca.Com,C11-0001367-LIC
2ONE2 California,"Csbb, Inc.",2one2-california,csbb-inc,dispensary,,,212 California St,San Francisco,CA,94111,US,37.793592,-122.399183,(415) 373-0555,Tara@212california.Com,C10-0000282-LIC
"3 J's Cannabis, LLC",,3-js-cannabis-llc,,dispensary,,,,Milton,VT,,US,44.630323,-73.1158342,,,RTLR0106
3 SISTERS CANNABIS,3 SISTERS CANNABIS LLC,3-sisters-cannabis,3-sisters-cannabis-llc,cultivator|dispensary,,,218 Norml Lane,Moffat,CO,81143,US,38.015594,-105.921417,,,403R-01466
3 Smokes,,3-smokes,,dispensary,,,7200 W US 12,Three Oaks,MI,49128,US,41.79880207,-86.62374881,,,AU-R-001465
30 LLC,,30-llc,,cultivator,,,695 North Bryant Street,Denver,CO,80204,US,39.72657665,-105.0187622,,,403-00244
30 LLC,,30-llc,,cultivator|dispensary,,,695 North Bryant Street,Denver,CO,80204,US,39.72657665,-105.0187622,,,403R-00011
"306 W Columbia Ave, Inc.",,306-w-columbia-ave-inc,,dispensary,,,306 W Columbia AVE,Battle Creek,MI,49015,US,42.29862724,-85.20354666,,,AU-R-001116
31 Cannabis,,31-cannabis,,dispensary,,,1125 S Beacon BLVD Unit C,Grand Haven,MI,49417,US,43.05059212,-86.22049709,,,AU-R-000780
31 Cannabis Park Street,,31-cannabis-park-street,,dispensary,,,1922 Park ST Suite A,Muskegon,MI,49441,US,43.21731586,-86.25423593,,,AU-R-001220
311 PAGE BLVD HOLDING GROUP LLC,,311-page-blvd-holding-group-llc,,dispensary,,,311 Page Boulevard,Springfield,MA,01104,US,42.134198,-72.560862,413-330-2572,sgrant@publicpolicylaw.com,MR282714
313 Management LLC,,313-management-llc,,dispensary,,,1456 W San Carlos St,San Jose,CA,95126,US,37.323244,-121.915803,(916) 479-4413,Toastysanjose@gmail.Com,C10-0001639-LIC
315 North,,315-north,,dispensary,,,26831 Michigan AVE,Inkster,MI,48141,US,42.29501122,-83.30317842,,,AU-R-000794
3185 MISSION LLC [Equity Retailer],,3185-mission-llc-equity-retailer,,dispensary,,,3185 Mission St,San Francisco,CA,94110,US,37.745886,-122.41939,(925) 872-1469,Brett4kicks@gmail.Com,C10-0001481-LIC
31� North Holdings LLC,,31-north-holdings-llc,,dispensary,,,,Waterbury Center,VT,,US,44.376896,-72.7189485,,,RTLR0056
"3247 A M, LLC",,3247-a-m-llc,,other,,,,,CA,,US,,,(805) 660-7479,Rs@vertcos.Com,DCC-10002982
"360 Pacifc, LLC","360 Pacific, LLC",360-pacifc-llc,360-pacific-llc,other,,,,,CA,,US,,,(949) 294-2152,Jeffdcann@gmail.Com,C11-0001362-LIC
365 RECREATIONAL CANNABIS,,365-recreational-cannabis,,dispensary,,,17517 15TH AVE NE #B,SHORELINE,WA,98155,US,47.75593052,-122.3135653,4259194183,,423784
365 RECREATIONAL CANNABIS,,365-recreational-cannabis,,dispensary,,,36711 U.S. HIGHWAY 12,DAYTON,WA,98328,US,46.31295412,-117.9916514,4259194183,,422099
365 Recreational Cannabis [Equity Retailer],"Seashore Enterprise Southern, LLC [Equity Retailer]",365-recreational-cannabis-equity-retailer,seashore-enterprise-southern-llc-equity-retailer,dispensary,,,2750 Mendocino Ave,Santa Rosa,CA,95403,US,38.467381,-122.720299,(707) 999-9420,Srcontact@365recreational.Com,C10-0000639-LIC
3701 Moore Production LLC,,3701-moore-production-llc,,other,,,,,CA,,US,,,(949) 357-9873,Robincheng@aetherfields.Com,DCC-10004855
395 HERB,,395-herb,,dispensary,,,3948B 3RD AVE UNIT 2,LOON LAKE,WA,99148,US,48.06127039,-117.6221018,5096440420,,430369
3D CANNABIS CENTER,SUN HOUSE SALIDA LLC,3d-cannabis-center,sun-house-salida-llc,dispensary,,,248 East US Highway 50,Salida,CO,81201,US,37.9844668,-98.3227076,,,402R-00248
3Fifteen,,3fifteen,,dispensary,,,120 N Main ST,Camden,MI,49232,US,41.75587675,-84.7576504,,,AU-R-000430
3Fifteen,,3fifteen,,dispensary,,,3423 NE Plainfield AVE,Grand Rapids,MI,49525,US,43.02511553,-85.63273014,,,AU-R-000358
3Fifteen,,3fifteen,,other,,,839 Meramec Station Rd,Valley Park,MO,63088,US,38.5602509,-90.4931456,573-529-0312,,DIS000121
3Fifteen,,3fifteen,,other,,,5501 Chippewa St,St. Louis,MO,63109,US,38.592624,-90.285978,573-529-0312,,DIS000029
3Fifteen,,3fifteen,,other,,,18031 Business 13,Branson West,MO,65737,US,36.697634,-93.369309,573-529-0312,,DIS000085
3Fifteen,,3fifteen,,other,,,11088 New Halls Ferry Rd,Florissant,MO,63033,US,38.7734,-90.269173,573-529-0312,,DIS000004
3L DISTRIBUTION INC.,,3l-distribution-inc,,other,,,,,CA,,US,,,(408) 482-4842,Alcheng12@hotmail.Com,C12-0000512-LIC
4:20 FRIENDLY,,420-friendly,,dispensary,,,1515 LEWIS ST,SPOKANE,WA,99224,US,47.6414756,-117.4889661,5094990999,,413586
"40 Fathoms Industries, LLC",,40-fathoms-industries-llc,,other,,,,,CA,,US,,,(858) 353-3259,Operations@atlasgroup.Com,DCC-10005105
420 ALL STARS L.L.C.,,420-all-stars-llc,,other,,,,,CA,,US,,,(714) 231-1910,Wasslaw@gmail.Com,CEO14-0000193-LIC
420 Bliss,Humble County LLC,420-bliss,humble-county-llc,dispensary,,,740 Hoosick Rd,Troy,NY,12180,US,42.74542,-73.64211,,,OCM-CAURD-23-000032
420 CAPITOL,,420-capitol,,dispensary,,,5980 CAPITOL BLVD SE,TUMWATER,WA,98501,US,46.99543302,-122.9074998,3604026368,,424848
420 CARPENTER,,420-carpenter,,dispensary,,,422 CARPENTER RD STE 105,LACEY,WA,985037906,US,47.0485411,-122.7955966,3604026368,,415083
420 Central,"1 Vertical, Inc.",420-central,1-vertical-inc,dispensary,,,420 Central Ave W,Santa Ana,CA,92707,US,33.713258,-117.87319,(949) 434-2125,Robert@420central.Org,C10-0000329-LIC
420 Central Newport Mesa,"Vertical Four, Inc.",420-central-newport-mesa,vertical-four-inc,dispensary,,,1990 Harbor Blvd,Costa Mesa,CA,92627,US,33.646816,-117.918606,(949) 434-2125,Taftlicense@gmail.Com,C10-0001187-LIC
420 Club LLC,,420-club-llc,,dispensary,,,,Ne Stephens St Roseburg,OR,97470-1392,US,43.2414932,-123.3532392,,,050-100708760AF
420 Dank Detroit,,420-dank-detroit,,dispensary,,,13510 E Eight Mile RD,Detroit,MI,48205,US,42.44919603,-82.9866994,,,AU-R-001204
420 Dank Leoni,,420-dank-leoni,,dispensary,,,6007 Ann Arbor RD,Jackson,MI,49201,US,42.27685579,-84.31506083,,,AU-R-001414
420 ELMA ON MAIN,,420-elma-on-main,,dispensary,,,306 W MAIN ST,ELMA,WA,985410000,US,47.00441,-123.4043576,2539061919,,426678
