BUSINESS_NAME,BUSINESS_EMAIL,BUSINESS_PHONE,BUSINESS_ADDRESS_1,BUSINESS_ADDRESS_2,BUSINESS_CITY,BUSINESS_STATE,BUSINESS_ZIP_CODE,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_STATE,MAILING_ZIP_CODE,EIN_TIN,LICENSE_NUMBER,LICENSE_TYPE,REVIEW_PRIORITY,FIRST_COMPLIANCE_REVIEW_DATE,CNB_DEEMED_COMPLETE_DATE,APPROVED_LICENSE_STAGE,LICENSE_STATUS,LIC_FEE_PAYMENT_SUBMITTED_DATE,LICENSE_FEE_AMOUNT,PHYSICAL_ADDRESS_1,PHYSICAL_ADDRESS_2,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,CULTIVATION_ENVIRONMENT,CULTIVATION_TIER,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_DATE_OF_MUNICIPAL_RESPONSE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_DATE_OF_FINAL_INSPECTION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,CNB_DATE_OF_FINAL_LICENSURE,COMMENCE_OPERATIONS_DATE,LICENSE_ORIGINAL_START_DATE,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_SUSPENSION_START_DATE,LICENSE_SUSPENSION_END_DATE,LICENSE_REVOCATION_DATE,LICENSE_SURRENDERED_DATE,SOURCE_FILE,APPLICATION_DENIED_DATE,APPROVED_SE_NUMBER,APPLICATION_APPROVED_DATE,ORIGINAL_SUBMITTED_DATE,APPLICATION_CREATED_DATE,APPLICATION_STATUS,SUBMITTED_DATE,PAYMENT_AMOUNT,APPLICATION_NUMBER,ESTABLISHMENT_ADDRESS_1,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_CITY,ESTABLISHMENT_STATE,ESTABLISHMENT_ZIP_CODE,REVIEW_PRIORITY_CATEGORY,REVIEW_PRIORITY_TYPE,COMMENCE_OPS,INDUSTRY
"Revolutionary Clinics II, Inc.",bmiller@revclinics.org,617-283-2304,9 Bartlet Street,Suite 335,Andover,MA,01810,9 Bartlet Street,Suite 335,Andover,MA,01810,26-3198554,MC281507,Marijuana Cultivator,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,17500,One Oak Hill Road,Unit B,Fitchburg,01420,true,No,,,,,,APPROVED,RP201849,RP201849,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN281507,One Oak Hill Road,Unit B,Fitchburg,MA,01420,Priority Review,MTC Priority,FALSE,Adult-Use
"Revolutionary Clinics II, Inc. ",Bmiller@revclinics.org,617-283-2304,9 Bartlet Street,Suite 335,Andover,MA,01810,9 Bartlet Street,Suite 335,Andover,MA,01810,26-3198554,MP281425,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,5000,One Oak Hill Road,Unit B,Fitchburg,01420,true,No,,,,,,APPROVED,RP201849,RP201849,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281425,One Oak Hill Road,Unit B,Fitchburg,MA,01420,Priority Review,MTC Priority,FALSE,Adult-Use
K Elise Enterprises,kelisemendes@yahoo.com,617-818-6287,5 Perth St,Unit 5,Dorchester,MA,02121,51 Norfolk St,Unit 4,Cambridge ,MA,02139,27-3623667,PDO103087,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE303684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303684,,,,APPROVED,,,PDOA103087,5 Perth Street,Unit 5,Dorchester,MA,02121,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"ACT Laboratories of Massachusetts, LLC",katherinebierwas@bierwaslaw.com,413-770-7624,131 John Fitch Highway,,Fitchburg,MA,01420,152 North Street,"Suite 340, East Wing",Pittsfield,MA,01201,30-0857299,IL281363,Independent Testing Laboratory,Expedited Review - License Type,,,IN PROCESS,Surrendered,,,131 John Fitch Highway,,Fitchburg,01420,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,ILN281363,131 John Fitch Highway,,Fitchburg,MA,01420,Expedited Review,License Type,FALSE,Adult-Use
"LDE Holdings, LLC.",jesse@traderoots.buzz,508-317-6082,74 SNOWS POND ROAD,,ROCHESTER,MA,02770,74 SNOWS POND ROAD,,ROCHESTER,MA,02770,30-1147888,MC281262,Marijuana Cultivator,General Applicant,,,FINAL LICENSE,Active,,2500,6 Thatcher Ln.,,Wareham,02571,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN281262,6 Thatcher Lane,,Wareham,MA,02571,General Applicant,General Applicant,FALSE,Adult-Use
"LDE Holdings, LLC.",Jesse@traderoots.buzz,508-317-6082,74 Snows Pond Rd,,Rochester,MA,02770,74 Snows Pond Rd,,Rochester,MA,02770,30-1147888,MP281436,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,10000,6 Thather Ln,,Wareham,02571,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,625,MPN281436,6 Thather Lane,,Wareham,MA,02571,General Applicant,General Applicant,FALSE,Adult-Use
"LDE Holdings, LLC.",jesse@traderoots.buzz,508-317-6082,74 Snows Pond Rd,,Rochester,MA,02770,74 Snows Pond Rd,,Rochester,MA,02770,30-1147888,MR281689,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,5000,6 Thatcher Lane,,Wareham,02571,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN281689,6 Thatcher Lane,,Wareham,MA,02571,General Applicant,General Applicant,FALSE,Adult-Use
Elevation Inc.,elevation508@gmail.com,508-989-8535,156-62 main st,,Brockton,MA,02302,112 auburn st,,Brockton,MA,02302,30-1173504,MR281472,Marijuana Retailer,Expedited Review - DBE Status,,,IN PROCESS,Surrendered,,,156-162 Main Street,,Brockton,02301,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303907,,,,APPROVED,,1500,MRN281472,156-162 Main Street,,Brockton,MA,02301,Expedited Review,DBE Status,FALSE,Adult-Use
Elevation Inc,Elevation508@gmail.com,508-989-8535,68 Hovendon Ave,,Brockton,MA,02302,112 Auburn St. ,,Brockton,MA,02302,30-1173504,MR285306,Marijuana Retailer,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,5000,156-162 Main Street,,Brockton,02302,False,Yes,SE303907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303907,,,,APPROVED,,,MRN285306,156-162 Main Street,,Brockton,MA,02302,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"The Harvest Club, LLC",info@theharvestclubs.com,978-790-4139,153 Main St,Ste 222,North Reading,MA,01864,153 Main St,Ste 222,North Reading,MA,01864,30-1173640,MC283130,Marijuana Cultivator,General Applicant,,,IN PROCESS,Surrendered,,,2 and 3 Monarch Drive,,Littleton,01460,False,Yes,SE304442,,,,,,,,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304442,,,,APPROVED,,,MCN283130,2 And 3 Monarch Drive,,Littleton,MA,01460,General Applicant,General Applicant,FALSE,Adult-Use
"The Harvest Club, LLC",chris@thegoodscannabisco.com,978-790-4139,153 Main St STE 222,,North Reading,MA,01864,153 Main St STE 222,,North Reading,MA,01864,30-1173640,MR284103,Marijuana Retailer,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,5000,255 Elm Street,,Somerville,02144,False,Yes,SE304442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304442,,,,APPROVED,,1500,MRN284103,255 Elm Street,,Somerville,MA,02144,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Heka, Inc.",mdupuis@hekainc.com,413-354-4352,98 Sgt. TM Dion Way,,Westfield,MA,01085,98 Sgt. TM Dion Way,,Westfield,MA,01085,32-0555210,MC282248,Marijuana Cultivator,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,20000,98 Sgt. TM Dion Way,,Westfield,01085,true,No,,,,,,APPROVED,RP201937,RP201937,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,MCN282248,98 Sgt. Tm Dion Way,,Westfield,MA,01085,Priority Review,MTC Priority,FALSE,Adult-Use
"Heka, Inc.",mdupuis@hekainc.com,413-354-4352,98 Sgt. TM Dion Way,,Westfield,MA,01085,98 Sgt. TM Dion Way,,Westfield,MA,01085,32-0555210,MP281736,Marijuana Product Manufacturer,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,10000,98 Sgt. TM Dion Way,,Westfield,01085,true,No,,,,,,APPROVED,RP201937,RP201937,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281736,98 Sgt. Tm Dion Way,,Westfield,MA,01085,Priority Review,MTC Priority,FALSE,Adult-Use
"Heka, Inc.",mdupuis@hekainc.com,413-354-4352,98 Sgt. TM Dion Way,,Westfield,MA,01085,98 Sgt. TM Dion Way,,Westfield ,MA,01085,32-0555210,MR282770,Marijuana Retailer,Priority Review - MTC Priority,,,FINAL LICENSE,Expired,,10000,98 Sgt. TM Dion Way,,Westfield,01085,true,No,,,,,,APPROVED,RP201937,RP201937,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282770,98 Sgt. Tm Dion Way,,Westfield,MA,01085,Priority Review,MTC Priority,FALSE,Adult-Use
"Heka, Inc.",mdupuis@hekainc.com,413-354-4352,745 East Street,,Pittsfield,MA,01201,98 Sgt. TM Dion Way,,Westfield,MA,01085,32-0555210,MR282903,Marijuana Retailer,Priority Review - MTC Priority,,,PROVISIONAL LICENSE,Expired,,10000,745 East Street,,Pittsfield,01201,true,No,,,,,,APPROVED,RP201937,RP201937,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282903,745 East Street,,Pittsfield,MA,01201,Priority Review,MTC Priority,FALSE,Adult-Use
"Pure Industries, Inc.",jimstatires@gmail.com,603-296-5036,181 Stedman Street,Unit 14,Lowell,MA,01851,181 Stedman Street,Unit 14,Lowell,MA,01851,32-0583822,MC281411,Marijuana Cultivator,General Applicant,,,FINAL LICENSE,Active,,2500,181 Stedman Street,Unit 14,Lowell,01851,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN281411,181 Stedman Street,Unit 14,Lowell,MA,01851,General Applicant,General Applicant,FALSE,Adult-Use
"Pure Industries, Inc.",jimstatires@gmail.com,603-296-5036,181 Stedman Street,Unit 14,Lowell,MA,01851,181 Stedman Street,Unit 14,Lowell,MA,01851,32-0583822,MP281746,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,10000,181 Stedman St,Unit 14,Lowell,01851,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN281746,181 Stedman Street,Unit 14,Lowell,MA,01851,General Applicant,General Applicant,FALSE,Adult-Use
"Tempest, Inc",info@royalstonfarm.com,617-932-9726,130 South Royalston Rd,,Royalston,MA,01368,420 State Rd,,Phillipston,MA,01331,32-0602630,MR282429,Marijuana Retailer,Expedited Review - Social Equity Participant,,,IN PROCESS,Surrendered,,5000,420 State Rd,,Phillipston,01331,False,Yes,SE303857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303857,,,,APPROVED,,,MRN282429,420 State Road,,Phillipston,MA,01331,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Tempest, Inc",info@royalstonfarm.com,617-932-9726,248 Gardner Road,,Templeton,MA,01438,130 South Royalston Road,,Royalston,MA,01368,32-0602630,MR282541,Marijuana Retailer,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,5000,248 Gardner Road,,Templeton,01438,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303857,,,,APPROVED,,,MRN282541,248 Gardner Road,,Templeton,MA,01438,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Burn Bright LLC,mattnelson1994@gmail.com,774-400-5965,1 Cabot Street Unit #8,,Holyoke,MA,01040,1 Cabot Street Unit #8,,Holyoke,MA,01040,32-0702878,MC283849,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Active,,1250,1 Cabot Street Unit #8,,Holyoke,01040,False,No,,,,,,,,,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306556,,,,APPROVED,,200,MCN283849,1 Cabot Street Unit #8,,Holyoke,MA,01040,General Applicant,General Applicant,FALSE,Adult-Use
Burn Bright LLC,Burnbright2022@gmail.com,774-400-5965,110 winter st unit 2,,Holyoke ,MA,01043,146 Adams st apt 2,,Fairhaven ,MA,02719,32-0702878,MP282368,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,5000,110 winter st ,Unit 2,Holyoke,01043,False,Yes,SE306556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306556,,,,APPROVED,,,MPN282368,110 Winter Street,Unit 2,Holyoke,MA,01043,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Burn Bright LLC ,Burnbright2022@gmail.com,774-400-5965,110 winter st unit 2,,Holyoke ,MA,01040,146 Adams st apt 2 ,,Fairhaven ,MA,02719,32-0702878,PDO103710,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,SE306556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306556,,,,APPROVED,,,PDOA103710,110 Winter Street Unit 2,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Spencer House LLC,chefheathera@gmail.com,413-212-2325,3235 Main Street,,Becket,MA,01223,215 JOHNSON HILL RD,,Washington,MA,01223,32-2570314,MR281885,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Expired,,10000,3235 Main Street,,Becket,01223,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN281885,3235 Main Street,,Becket,MA,01223,General Applicant,General Applicant,FALSE,Adult-Use
HOLBROOK GROW LLC,kobieevans@gmail.com,617-792-5644,1 Mear Rd,,Holbrook,MA,02343,398 Columbus Ave,Suite 148,Boston,MA,02116,33-1329124,MC283962,Marijuana Cultivator,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,2500,1 Mear Rd,,Holbrook,02343,true,Yes,EE201868,,,,EE201868,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MCN283962,1 Mear Road,,Holbrook,MA,02343,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
Excessive Exotics,Excessiveexotics@yahoo.com,339-440-2941,4 Buxton St ,,Peabody,MA,01960,4 Buxton St ,3,Peabody,MA,01960,33-1458355,PDO103684,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,SE306735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306735,,,,APPROVED,,,PDOA103684,4 Buxton Street,,Peabody,MA,01960,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Cheebah Solutions LLC,cheebahsolutions@gmail.com,617-331-4390,6 WILLIAMS AVE,,SAUGUS,MA,01906,6 WILLIAMS AVE,,SAUGUS,MA,01906,33-1473638,PDO103692,Marijuana Courier Pre-Certification,Expedited Review - Two or More,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,SE306585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306585,,,,APPROVED,,,PDOA103692,6 Williams Avenue,,Saugus,MA,01906,Expedited Review,Two or More,FALSE,Adult-Use
Canna Space Company LLC,CannaSpaceCompany@GMAIL.COM,339-368-0712,45 Mathews Drive,,Wayland,MA,01778,45 Mathews Drive,,Wayland,MA,01778,33-1483549,PMD6133,Marijuana Delivery Operator Pre-Certification,Expedited Review - Two or More,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,SE306474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306474,,,,APPROVED,,,PMDA6133,45 Mathews Drive,,Wayland,MA,01778,Expedited Review,Two or More,FALSE,Adult-Use
Acumen Collective LLC,shanel.lindsay@gmail.com,857-445-1127,3 FARM POND PATH,,MANSFIELD,MA,02048,13 ROBBINS ST,,WALTHAM,MA,02453,33-1506646,DO100191,Marijuana Courier,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,,90 CONZ ST. #219L,,Northampton,01060,False,No,EE202422,,INCOMPLETE,EE201889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,DOA100191,90 Conz Street #219L,,Northampton,MA,01060,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
Acumen Collective LLC,shanel.lindsay@gmail.com,857-445-1127,3 FARM POND PATH,,MANSFIELD,MA,02048,13 ROBBINS ST,,WALTHAM,MA,02453,33-1506646,PDO103699,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,EE202422,,INCOMPLETE,EE201889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PDOA103699,3 Farm Pond Path,,Mansfield,MA,02048,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
LEGAL GREENS BOSTON LLC,vanessa@legalgreens.net,857-333-8143,571B Washington Street,,Boston,MA,02124,71 LEGION PKWY STE 25,,BROCKTON,MA,02301,33-1515022,PDO103703,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,EE202402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PDOA103703,571B Washington Street,,Boston,MA,02124,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
Hometown Harvest LLC,nho@oblaws.com,401-232-8888,243 Main Street,,Athol,MA,01331,128 Dorrance Street,6th Floor,Providence,RI,02903,33-1842246,MR285387,Marijuana Retailer,Expedited Review - DBE Status,,,FINAL LICENSE,Active,,10000,243 Main Street,,Athol,01331,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN285387,243 Main Street,,Athol,MA,01331,Expedited Review,DBE Status,FALSE,Adult-Use
TMAP1 LLC,jwirtz@technicgroup.com,810-650-6725,6 Cobbler Drive,,Fitchburg,MA,01420,2500 Normandy Road,#53,Royal Oak,MI,48073,33-2650154,MP282344,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Active,,10000,6 Cobbler Drive,,Fitchburg,01420,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282344,6 Cobbler Drive,,Fitchburg,MA,01420,General Applicant,General Applicant,FALSE,Adult-Use
Chispa Tres LLC,gacostarua@pegasusdlt.com,203-550-9589,70 Ellsworth Street,Suite 1,Worcester,MA,01610,90 Ellsworth Street,Suite 1,Worcester,MA,01610,33-2825567,MB282528,Marijuana Microbusiness,Expedited Review - Two or More,,,PROVISIONAL LICENSE,Active,,5625,90 Ellsworth Street,Suite 1,Worcester,01610,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MBN282528,90 Ellsworth Street,Suite 1,Worcester,MA,01610,Expedited Review,Two or More,FALSE,Adult-Use
"Westfield Ultra Premium, LLC",Waynes@MyMortgageCompanyLLC.com,781-584-2303,98 Sgt. TM Dion Way,,Westfield,MA,01085,4 Thomas Road,,Lynnfield,MA,01940,33-2866906,MC283986,Marijuana Cultivator,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,10000,98 Sgt TM Dion Way,,Westfield,01085,False,Yes,SE304160,,,,,,,,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MCN283986,98 Sgt Tm Dion Way,,Westfield,MA,01085,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Westfield Ultra Premium, LLC",Waynes@MyMortgageCompanyLLC.com,781-584-2303,98 Sgt. TM Dion Way,,Westfield,MA,01085,4 Thomas Road,,Lynnfield,MA,01940,33-2866906,MP282361,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,5000,98 Sgt TM Dion Way,,Westfield,01085,False,Yes,SE304160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MPN282361,98 Sgt Tm Dion Way,,Westfield,MA,01085,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Westfield Ultra Premium, LLC",Waynes@MyMortgageCompanyLLC.com,781-584-2303,98 Sgt. TM Dion Way,,Westfield,MA,01085,4 Thomas Road,,Lynnfield,MA,01940,33-2866906,MR285415,Marijuana Retailer,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,5000,98 Sgt TM Dion Way,,Westfield,01085,False,Yes,SE304160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MRN285415,98 Sgt Tm Dion Way,,Westfield,MA,01085,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Westfield Ultra Premium, LLC",Waynes@MyMortgageCompanyLLC.com,781-584-2303,98 Sgt. TM Dion Way,,Westfield,MA,01085,4 Thomas Road,,Lynnfield,MA,01940,33-2866906,PDO103701,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,SE304160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PDOA103701,98 Sgt. Tm Dion Way,,Westfield,MA,01085,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"The Hempest, LLC ",dgmiller1953@gmail.com,617-755-4756,1953 Dorchester Ave.,,Dorchester,MA,02124,1953 Dorchester Ave.,,Dorchester,MA,02124,33-3542351,PMD6150,Marijuana Delivery Operator Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,EE201834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PMDA6150,1953 Dorchester Avenue,,Dorchester,MA,02124,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
Exceptional Grow LLC,Ed@rmdev.pro,857-236-7736,1 Cabot St,Suite EG,Holyoke,MA,01040,1 Cabot Street,Suite EG,Holyoke,MA,01040,33-3656585,MP282343,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,,,IN PROCESS,Surrendered,,,1 Cabot St.,Suite EG,Holyoke,01040,False,Yes,SE305176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305176,,,,APPROVED,,,MPN282343,1 Cabot Street,Suite Eg,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Just Creatives LLC,newsomeronn@gmail.com,617-828-1738,90 Conz St. #219 H,,Northampton,MA,01060,15 HILLVIEW AVENUE,,Boston,MA,02131,33-4220452,DO100195,Marijuana Courier,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,,90 Conz St. #219 H,,Northampton,01060,False,No,SE306831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306831,,,,APPROVED,,,DOA100195,90 Conz Street #219 H,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Just Creatives LLC,newsomeronn@gmail.com,617-828-1738,90 Conz St. #219B,,Northampton,MA,01060,15 HILLVIEW AVENUE,,Boston,MA,02131,33-4220452,PDO103702,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,,,,,,False,No,SE306831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE306831,,,,APPROVED,,,PDOA103702,90 Conz Street #219B,,Northampton,MA,01060,Expedited Review,Social Equity Participant,FALSE,Adult-Use
WildWeeds Corp,kanaconnectionz@gmail.com,617-751-0507,1 CABOT ST,STE WW,HOLYOKE ,MA,01040,1 CABOT ST,,HOLYOKE ,MA,01040,33-4623749,MB282540,Marijuana Microbusiness,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Active,,2812.5,1 CABOT ST,STE WW,Holyoke,01040,False,Yes,SE303597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303597,,,,APPROVED,,,MBN282540,1 Cabot Street,Ste Ww,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
