name,dba,slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
The Prime Leaf,Rainbow Collective Inc,prime-leaf,other,,,4220 E Speedway Blvd,Tucson,AZ,85712,US,32.236121533013,-110.902823325439,(520) 207-2753,,00000124ESOS02903622
Noble Herb,Rch Wellness Center,noble-herb,other,,,522 E Route 66,Flagstaff,AZ,86001,US,35.1959035,-111.6431314,(928) 351-7775,,00000080ESNP00364439
Arizona Natural Concepts,"Rjk Ventures, Inc.",arizona-natural-concepts,other,,,1039 East Carefree Highway,Phoenix,AZ,85085,US,33.798960538903,-112.060835405821,(602) 224-5999,,00000035ESBO39198288
"S Flower N Phoenix, Inc.",,s-flower-n-phoenix-inc,other,,,"3217 E Shea Blvd, Suite 1 A",Phoenix,AZ,85028,US,33.582440394369,-112.012701107203,(623) 582-0436,,00000093ESRF39774783
Sol Flower,"S Flower SE 1, Inc",sol-flower,other,,,6026 North Oracle Road,Tucson,AZ,85704,US,32.316483267473,-110.976036328768,602-828-7204,,0000166ESTNU15027116
Sol Flower,"S Flower SE 2, Inc.",sol-flower,other,,,"3000 West Valencia Road, Suite 210",Tucson,AZ,85746,US,32.133823311783,-111.030960276477,(602) 828-7204,,0000163ESTSO81819209
S Flower SE 3 Inc.,,s-flower-se-3-inc,other,,,"4837 North 1st Avenue, Ste 102",Tucson,AZ,85718,US,32.294524763243,-110.961243845914,602-828-7204,,0000171ESTSC03605413
"S Flower SE 4, Inc.",,s-flower-se-4-inc,other,,,6437 North Oracle Road,Tucson,AZ,85704,US,32.323443518132,-110.975056215728,(480) 720-2943,,0000152ESTNJ52349435
Cannabist,Salubrious Wellness Clinic Inc,cannabist,other,,,"520 S Price Rd, Ste 1 & 2",Tempe,AZ,85281,US,33.425451379025,-111.891959052316,(312) 819-5061,,00000071ESFP14031510
Sea Of Green Llc,,sea-of-green-llc,other,,,6844 East Parkway Norte,Mesa,AZ,85212,US,33.339026489806,-111.686236526755,(480) 325-5000,,00000057ESJG92466754
"Serenity Smoke, LLC",,serenity-smoke-llc,other,,,19 West Main Street,Springerville,AZ,85938,US,34.133780162636,-109.285939552783,602-904-1370,,00000134ESWD58732580
Trulieve Maricopa Dispensary,"Sherri Dunn, Llc",trulieve-maricopa-dispensary,other,,,44405 W. Honeycutt Avenue,maricopa,AZ,85139,US,33.057921622084,-112.044762830937,954-817-2370,,0000172ESTFM12469613
Trulieve of Cottonwood Dispensary,"Sherri Dunn, Llc",trulieve-of-cottonwood-dispensary,other,,,2400 E Sr 89a,Cottonwood,AZ,86326,US,34.721417275977,-112.000855775953,954-817-2370,,00000055ESFL28376770
Sky Analytical Laboratories,,sky-analytical-laboratories,other,,,1122 East Washington Street,Phoenix,AZ,85034,US,33.448336177825,-112.058355861045,(623) 262-4330,,0000036LRCZO44391934
Smithers CTS Arizona LLC,,smithers-cts-arizona-llc,other,,,"734 W Highland Avenue, 2nd floor",Phoenix,AZ,85013,US,33.505784443062,-112.082894610371,(954) 696-7791,,00000020LCVT89602592
The Clifton Bakery LLC,Sonoran Flower LLC,clifton-bakery-llc,other,,,700 S. CORONADO BLVD,CLIFTON,AZ,85533,US,33.044570396541,-109.292232764897,520-241-7777,,00000140ESDP54259308
Ponderosa Dispensary,"Soothing Ponderosa, LLC",ponderosa-dispensary,other,,,"5550 E Mcdowell Rd, Ste 103",Mesa,AZ,85215,US,33.466390113613,-111.710899879936,(480) 213-1402,,00000117ESPN93487198
Nature's Medicines,SSE Holdco LLC,natures-medicines,other,,,6840 West Grand Ave,Glendale,AZ,85301,US,33.555948098793,-112.206355357961,(623) 301-8478,,00000090ESFB63917979
Nature's Medicines,SSE Holdco LLC,natures-medicines,other,,,2439 W Mcdowell Rd,Phoenix,AZ,85009,US,33.465842685083,-112.111664428372,480-420-3145,,00000092ESKW00353670
Nirvana Center Dispensaries,"SSW Ventures, LLC",nirvana-center-dispensaries,other,,,702 East Buckeye Road,Phoenix,AZ,85034,US,33.436878710818,-112.065018252209,(602) 786-7988,,00000111ESTX14447382
Superior Organics,,superior-organics,other,,,211 S 57th Dr,Phoenix,AZ,85043,US,33.446084107962,-112.183052793596,(602) 926-9100,,00000123ESYS35386603
Trulieve of Apache Junction Dispensary,"Svaccha, Llc",trulieve-of-apache-junction-dispensary,other,,,1985 W Apache Trail Ste 4,Apache Junction,AZ,85120,US,33.414993565476,-111.567636248051,954-817-2370,,00000011ESVC04035599
Trulieve of Tempe Dispensary,"Svaccha, Llc",trulieve-of-tempe-dispensary,other,,,"710 W Elliot Rd, Ste 102",Tempe,AZ,85284,US,33.34924054995,-111.949495246202,954-817-2370,,00000009ESJA48286920
"Swallowtail 3, LLC",,swallowtail-3-llc,other,,,"5210 South Priest Dr, A, Suite A",Guadalupe,AZ,85283,US,33.3771873,-111.9637536,480-749-6468,,0000161ESTOJ23023764
Trulieve of Mesa North Dispensary,"Sweet 5, Llc",trulieve-of-mesa-north-dispensary,other,,,1150 W McLellan Rd,Mesa,AZ,85201,US,33.444046198417,-111.855330471445,770-330-0831,,00000013ESHH20255089
Fire. Dispensary,The Desert Valley Pharmacy Services Inc.,fire-dispensary,other,,,2825 W Thomas Rd,Phoenix,AZ,85017,US,33.480369585332,-112.120958759231,480-861-3649,,00000089ESLW87335751
Trulieve of Mesa South Dispensary,The Giving Tree Wellness Center Of Mesa Inc,trulieve-of-mesa-south-dispensary,other,,,938 E Juanita Ave,Mesa,AZ,85204,US,33.382202264678,-111.811411514373,850-559-7734,,00000008ESJT20615662
Giving Tree Dispensary,The Giving Tree Wellness Center Of North Phoenix Inc.,giving-tree-dispensary,other,,,701 West Union Hills Drive,Phoenix,AZ,85027,US,33.654591098016,-112.082866737549,(623) 242-9080,,00000023ESLL63816994
The Green Halo Llc,,green-halo-llc,other,,,3906 North Oracle Road,Tucson,AZ,85705,US,32.277617116847,-110.977997060383,(520) 664-2251,,00000120ESGW29293058
Lollipot,The Healing Center Farmacy Llc,lollipot,other,,,7235 E Hampton Ave Unit 115,Mesa,AZ,85209,US,33.389040514098,-111.675142700552,(480) 410-6704,,00000074ESMJ87013698
Health For Life Crismon,The Healing Center Wellness Center Llc,health-for-life-crismon,other,,,9949 E Apache Trail,Mesa,AZ,85207,US,33.415038567993,-111.616257744249,(480) 400-1170,,00000115ESJB22990289
Sunday Goods,The Health Center Of Cochise Inc,sunday-goods,other,,,1616 E. Glendale Ave.,Phoenix,AZ,85020,US,33.538312862352,-112.04718653916,520-808-3111,,00000099ESVM28064808
The Kind Relief Inc,,kind-relief-inc,other,,,18423 E San Tan Blvd Ste #1,Queen Creek,AZ,85142,US,33.212065079713,-111.685370773358,480-550-9121,,00000053ESYR15319850
Zen Leaf Mesa,The Medicine Room Llc,zen-leaf-mesa,other,,,550 W Mckellips Rd Bldg 1,Mesa,AZ,85201,US,33.4516188,-111.8432811,312-819-5061,,00000084ESFH12297246
Total Accountability Patient Care,,total-accountability-patient-care,other,,,1525 N. Park Ave,Tucson,AZ,85719,US,32.240846573666,-110.956850585379,(520) 586-8710,,00000114ESQS66067289
Total Accountability Systems I Inc,,total-accountability-systems-i-inc,other,,,6287 E Copper Hill Dr. Ste A,Prescott Valley,AZ,86314,US,34.58195036059,-112.354927015884,(928) 3505870,,00000110ESBL46708127
Oasis,Total Health & Wellness Inc,oasis,other,,,17006 S Weber Dr,Chandler,AZ,85226,US,33.294208061315,-111.970048725869,(480) 626-7333,,00000021ESQX24132908
Total Health & Wellness Inc,,total-health-wellness-inc,other,,,3830 North 7th Street,Phoenix,AZ,85014,US,33.491498759848,-112.065114682074,(623) 295-1788,,00000060ESTV86857950
Uncle Harry Inc,,uncle-harry-inc,other,,,17036 North Cave Creek Rd,Phoenix,AZ,85032,US,33.641022597547,-112.030923986927,(818) 822-9888,,00000129ESRG43839179
The Good Dispensary,Valley Healing Group Inc,good-dispensary,other,,,1842 W Broadway Rd,Mesa,AZ,85202,US,33.407656173664,-111.871493186597,(480) 900-8042,,00000072ESRF58078256
"Valley Of The Sun Medical Dispensary, Inc.",,valley-of-the-sun-medical-dispensary-inc,other,,,16200 W Eddie Albert Way,Goodyear,AZ,85338,US,33.4094628,-112.4069685,(623) 932-3859,,00000085ESVF25061802
Zen Leaf Gilbert,Vending Logistics Llc,zen-leaf-gilbert,other,,,5409 S Power Rd,Mesa,AZ,85212,US,33.3178034,-111.6861073,312-819-5061,,00000043ESPE02331128
Flor Verde Dispensary,"Verde Americano, LLC",flor-verde-dispensary,dispensary,,,1115 Circulo Mercado,Rio Rico,AZ,85648,US,31.470026598735,-110.999336696367,(225) 329-7273,,0000144DRCUM87865142
Medusa Farms,Verde Dispensary Inc,medusa-farms,other,,,3490 N Bank St,Kingman,AZ,86409,US,35.223441275233,-114.011404756879,(928) 421-0020,,00000063ESQI60809124
White Mountain Health Center Inc,,white-mountain-health-center-inc,other,,,9420 W Bell Rd Ste 108,Sun City,AZ,85351,US,33.638253702184,-112.263102562008,(623) 374-4141,,00000083ESGB09219996
Whoa Qc Inc,,whoa-qc-inc,other,,,5558 W. Bell Rd.,Glendale,AZ,85308,US,33.638919242628,-112.179119142513,602-535-0999,,00000069ESPV40435704
Wickenburg Alternative Medicine Llc,,wickenburg-alternative-medicine-llc,other,,,"12620 N Cave Creek Road, Ste 1",Phoenix,AZ,85022,US,33.600697819721,-112.037205822173,(623) 478-2233,,00000097ESKC38985532
Woodstock 1,,woodstock-1,other,,,"1629 N 195 Ave, 101",Buckeye,AZ,85396,US,33.465895147704,-112.478716343699,602-980-1505,,0000168ESTBM41952754
JARS Cannabis,Yuma County Dispensary LLC,jars-cannabis,other,,,3345 E County 15th St,Somerton,AZ,85350,US,32.611048162664,-114.647436107187,928-919-8667,,00000145ESNP12373673
Zonacare,,zonacare,other,,,4415 East Monroe Street,Phoenix,AZ,85034,US,33.449605913167,-111.986921313186,602-396-5757,,00000024ESUV84524312
10TH STREET FACILITIES LLC,,10th-street-facilities-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(205) 523-4966,10thstfacilities@gmail.Com,C11-0000596-LIC
"1244 Long Beach Distro, LLC",,1244-long-beach-distro-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 241-4229,Lbdistrolicensing@gmail.Com,C11-0001927-LIC
"130 WILLOW CREEK OPCO, LLC",,130-willow-creek-opco-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 727-4333,Rob@peloruscg.Com,C11-0002056-LIC
Data Not Available,"1416 Elwood, LLC",data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(424) 222-2444,1416elwood@gmail.Com,C11-0001658-LIC
1542 7TH INC,,1542-7th-inc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(716) 225-8735,Denisapiccione@gmail.Com,C11-0000474-LIC
Data Not Available,"17325 Muskrat, Inc",data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 306-4444,Nshano@hotmail.Com,C11-0001599-LIC
"17k Muskrat 2, Inc.",,17k-muskrat-2-inc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(714) 717-0400,Sakotatarian@yahoo.Com,C11-0001149-LIC
190 SAM LLC,,190-sam-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 903-9136,Jonas@herbes.Com,C11-0002007-LIC
"1919 Building, Inc",,1919-building-inc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 279-3680,Av.Globalremodeling@gmail.Com,C11-0001839-LIC
1LDX,1ldx LLC,1ldx,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(408) 797-9800,Ian@oneloghouse.Com,C11-0000342-LIC
Data Not Available,2020 Long Beach LLC,data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 667-2780,Alexrahardja@gmail.Com,C11-0001115-LIC
"2020 Railroad Holdings, LLC",,2020-railroad-holdings-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 582-8005,Licensing@railroadholdings.Com,C11-0001905-LIC
20800 SPENCE ROAD LLC,,20800-spence-road-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(253) 579-3762,Jeff@lowellfarms.Com,C11-0001881-LIC
2130 SOUTH YALE DISTRO LLC,,2130-south-yale-distro-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 280-7414,Ryan.Rezaie@gmail.Com,C11-0001776-LIC
Soful,2317 Distribution LLC,soful,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 794-3363,Eli@solful.Com,C11-0001851-LIC
Data Not Available,2338 Anaheim Industries LLC,data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 280-7414,Licensing@nextgenenterprises.Biz,C11-0001638-LIC
Solful,2445 Manufacturing LLC,solful,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 794-3363,Eli@solful.Com,C11-0002073-LIC
2905 halladay distro llc,,2905-halladay-distro-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 355-5909,2905halldaydistrodcc@gmail.Com,C11-0001822-LIC
Bad Seed,"2bmj Mgmt, LLC",bad-seed,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(973) 418-1044,Zhannabasina@gmail.Com,C11-0001647-LIC
"2JC, LLC",,2jc-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 243-6982,Regulatory@connectedca.Com,C11-0001367-LIC
"360 Pacifc, LLC","360 Pacific, LLC",360-pacifc-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 294-2152,Jeffdcann@gmail.Com,C11-0001362-LIC
Data Not Available,3701 Moore Production LLC,data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 357-9873,Hsraymondcheng@gmail.Com,C11-0001718-LIC
Boardwalk Extracts,410 Extracts Incorporated,boardwalk-extracts,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 650-8015,William@bloomnetwork.Io,C11-0001006-LIC
5300 N LLC,,5300-n-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(916) 813-2888,5300nLLC@gmail.Com,C11-0002053-LIC
Headwaters,"5mil Logistics, LLC",headwaters,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 881-3102,Info@goheadwaters.Com,C11-0000293-LIC
Delta Boyz Distribution,"66 Main Group, LLC",delta-boyz-distribution,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 725-7240,Isletoncali@hotmail.Com,C11-0000460-LIC
Tree Lab LA,7030haven LLC,tree-lab-la,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 292-0218,7030havenLLC@gmail.Com,C11-0001856-LIC
Solful,793 Distribution LLC,solful,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 794-3363,Eli@solful.Com,C11-0001875-LIC
7 Points,"7points Group, Inc.",7-points,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(661) 378-4555,Wbishop@7points.Biz,C11-0001200-LIC
818 Brands Los Angeles,818 Brands Los Angeles LLC,818-brands-los-angeles,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 987-6670,Rami@818brands.Com,C11-0001639-LIC
KOLAS & KILOS,8583 Ecr 400 LLC,kolas-kilos,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(775) 240-3055,Compliance@ccmup.Com,C11-0001944-LIC
North South Distribution,888 Lay LLC,north-south-distribution,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(847) 502-5788,Nick@northsouthdistro.Com,C11-0000129-LIC
98 Leaf,98 Leaf LLC,98-leaf,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(760) 246-0001,Lipy@98leaf.Com,C11-0001293-LIC
A Grade Distribution,,a-grade-distribution,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 517-3211,Bc@honeybutterrosin.Com,C11-0001889-LIC
Spinach Venture,"Aaa Construction Group Ii, LLC",spinach-venture,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(626) 701-6110,Koala.Farm.Ca@gmail.Com,C11-0001969-LIC
AAA Stars Alliance LLC,,aaa-stars-alliance-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 296-5317,Arramca@hotmail.Com,C11-0000414-LIC
"AARE INVESTMENT, LLC",,aare-investment-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(909) 261-6629,Steve@ca420properties.Com,C11-0001962-LIC
ABC Commerce LLC,,abc-commerce-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 395-8375,AbccommerceLLC@gmail.Com,C11-0001709-LIC
State Flower,Abi Sf LLC,state-flower,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 816-4200,Daniel@stateflowercannabis.Com,C11-0000300-LIC
"Abundense, LLC",,abundense-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 243-1239,Iamdduong@gmail.Com,C11-0001679-LIC
The Pairist,"Ace Creations, LLC",pairist,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 742-9622,Ardi@synanda.Com,C11-0000443-LIC
Acme Distribution LLC,,acme-distribution-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(808) 344-1977,Johnbrownmendo@gmail.Com,C11-0000411-LIC
Noble-Pacific,"Adams St. Enterprises, LLC",noble-pacific,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(619) 987-3776,Accounting@noble-Pacific.Com,C11-0002051-LIC
"ADELANTO GROUP, LLC",,adelanto-group-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(213) 392-5559,AdelantogroupLLC@gmail.Com,C11-0001580-LIC
AGC DISTRIBUTION LLC,,agc-distribution-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(732) 692-4516,Agc.Cage@gmail.Com,C11-0000437-LIC
Data Not Available,Ahcom Mgmt Co LLC,data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 433-2669,Spencer@zomacannabis.Com,C11-0001368-LIC
Airway Industries,Airway Industries Inc.,airway-industries,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 321-6180,Rymlong@gmail.Com,C11-0001652-LIC
Alaf Inc.,,alaf-inc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 466-4688,Luxury.Estates@sbcglobal.Net,C11-0001410-LIC
Artemis CoPack,"Alchemy 29, LLC",artemis-copack,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 379-8588,Autumn@artemiscopack.Com,C11-0001728-LIC
ALIEN AI,,alien-ai,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 889-0048,Ai.Alien.Inc@gmail.Com,C11-0002024-LIC
All Season Organics,"All Season Organics, LLC",all-season-organics,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(209) 458-8440,Allseasonorganics@gmail.Com,C11-0002006-LIC
ALM Management,"Alm Management, LLC",alm-management,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 434-4583,Suzyponch@gmail.Com,C11-0001696-LIC
Data Not Available,Alpha Core Inc,data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 900-9687,Rachel@alphacoreinfo.Com,C11-0001596-LIC
Always Proper Distribution Inc,"Always Proper Distribution, Inc.",always-proper-distribution-inc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 630-1142,Properwellnesscenter@gmail.Com,C11-0001351-LIC
AMD Distribution Inc.,,amd-distribution-inc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(818) 921-0057,Amddistributioninc@gmail.Com,C11-0002004-LIC
Jetty Extracts,Ametrine Wellness,jetty-extracts,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(201) 966-8008,Info@jettyextracts.Com,C11-0000374-LIC
TRULEAF DISTRIBUTORS,Amg Dynamic Enterprises Inc.,truleaf-distributors,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(760) 562-8008,Truleaph.Co@gmail.Com,C11-0001203-LIC
OAKFRUITLAND,"Ammerdine, LLC",oakfruitland,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(760) 799-3636,AmmerdineLLC@gmail.Com,C11-0000121-LIC
"ANAT GROUP, INC.",,anat-group-inc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 990-4450,Anatgroupinc@gmail.Com,C11-0000385-LIC
Data Not Available,Ant Green LLC,data-not-available,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 941-8808,AntgreenLLC@gmail.Com,C11-0001949-LIC
Apollo Cultivation Management LLC,"Apollo Cultivation Management, LLC",apollo-cultivation-management-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 793-2766,Cameron.Kojima@kojimadevelopment.Com,C11-0001066-LIC
Delta 9 Elements Distribution,Apotheca Holdings LLC,delta-9-elements-distribution,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(321) 914-6342,Barbosaamber16@gmail.Com,C11-0001276-LIC
DANK SoCal,"Aralo Enterprises, LLC",dank-socal,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 466-7224,AraloenterprisesLLC@gmail.Com,C11-0000885-LIC
ARBALA WEED LLC,,arbala-weed-llc,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(602) 421-0038,Kshapkarov@yahoo.Com,C11-0001275-LIC
GREEN LABEL RX,Arg Group LLC,green-label-rx,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(909) 680-9419,Jason@greenlabelrx.Com,C11-0001834-LIC
Upper Echelon Distribution,"Artisan Canna Cigars, LLC",upper-echelon-distribution,other,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 853-1005,Orders@artisancannacigars.Com,C11-0001144-LIC
